id,user_id,balance
A00162,U00538,99869.86
A00163,U00636,77463.46
A00164,U00271,77425.89
A00165,U00097,53551.91
A00166,U00110,45710.14
A00167,U00867,2242.23
A00168,U00843,2997.26
A00169,U00147,56379.09
A00170,U00420,15413.28
A00171,U00650,17323.44
A00172,U00159,99554.48
A00173,U00573,62663.24
A00174,U00485,11906.0
A00175,U00495,71192.16
A00176,U00539,29631.86
A00177,U00967,14800.78
A00178,U00129,57301.07
A00179,U00408,31898.69
A00180,U00175,36490.48
A00181,U00715,58038.45
A00182,U00113,1235.55
A00183,U00555,92563.47
A00184,U00483,40134.4
A00185,U00187,30344.94
A00186,U00791,83428.34
A00187,U00675,98971.59
A00188,U00048,43813.28
A00189,U00152,81140.94
A00190,U00545,60405.46
A00191,U00520,24832.58
A00192,U00519,21885.72
A00193,U00217,3230.62
A00194,U00848,61442.47
A00195,U00328,70290.54
A00196,U00382,52512.01
A00197,U00422,99254.45
A00198,U00117,37638.92
A00199,U00475,16937.71
A00200,U00370,56511.75
A00201,U00137,45996.04
A00202,U00747,92303.22
A00203,U00684,78464.75
A00204,U00354,47465.24
A00205,U00537,88685.83
A00206,U00716,50817.77
A00207,U00860,63230.63
A00208,U00971,40669.2
A00209,U00143,15717.55
A00210,U00089,10950.91
A00211,U00018,14451.22
A00212,U00247,42489.08
A00213,U00142,31687.02
A00214,U00333,31844.43
A00215,U00648,4335.34
A00216,U00217,62141.92
A00217,U00019,52137.21
A00218,U00758,30428.38
A00219,U00236,43784.32
A00220,U00876,16433.78
A00221,U00935,56437.78
A00222,U00507,41700.77
A00223,U00768,30334.73
A00224,U00226,70168.01
A00225,U00282,3618.34
A00226,U00096,34492.2
A00227,U00117,39810.58
A00228,U00166,55443.01
A00229,U00845,98844.48
A00230,U00959,47277.63
A00231,U00110,99293.31
A00232,U00004,95799.34
A00233,U00075,99382.38
A00234,U00174,42429.0
A00235,U00542,9359.6
A00236,U00937,39703.72
A00237,U00824,60851.35
A00238,U00509,58851.35
A00239,U00633,46332.29
A00240,U00057,79474.2
A00241,U00692,46400.02
A00242,U00901,50470.9
A00243,U00825,6042.19
A00244,U00269,48600.93
A00245,U00517,95995.45
A00246,U00124,9285.68
A00247,U00605,37811.83
A00248,U00001,59232.62
A00249,U00495,50048.98
A00250,U00712,80212.31
A00251,U00562,56302.74
A00252,U00057,74929.87
A00253,U00522,99245.5
A00254,U00540,65345.19
A00255,U00761,59128.49
A00256,U00675,82884.06
A00257,U00871,28088.11
A00258,U00544,42333.22
A00259,U00799,56415.01
A00260,U00093,57647.98
A00261,U00560,93090.48
A00262,U00770,37763.15
A00263,U00910,19380.06
A00264,U00357,63233.15
A00265,U00461,74933.92
A00266,U00621,2023.68
A00267,U00201,18354.22
A00268,U00000,95370.45
A00269,U00726,31256.45
A00270,U00027,50044.64
A00271,U00773,4940.26
A00272,U00851,46624.19
A00273,U00156,79546.92
A00274,U00446,29660.96
A00275,U00410,54303.39
A00276,U00066,55403.48
A00277,U00620,4298.71
A00278,U00076,20445.8
A00279,U00119,47821.3
A00280,U00651,23331.02
A00281,U00868,86735.31
A00282,U00975,49522.05
A00283,U00816,78539.92
A00284,U00312,39457.86
A00285,U00966,79368.4
A00286,U00702,77994.05
A00287,U00203,13204.94
A00288,U00533,93936.62
A00289,U00750,52207.17
A00290,U00767,61047.18
A00291,U00347,96554.3
A00292,U00420,36028.97
A00293,U00028,87161.76
A00294,U00807,14177.14
A00295,U00070,80549.84
A00296,U00388,2531.64
A00297,U00038,65851.01
A00298,U00217,29135.74
A00299,U00662,62029.93
A00300,U00386,41437.39
A00301,U00955,20576.74
A00302,U00924,53282.15
A00303,U00426,62050.23
A00304,U00130,23609.11
A00305,U00861,29289.05
A00306,U00405,76502.36
A00307,U00055,27559.27
A00308,U00754,82121.09
A00309,U00122,17603.76
A00310,U00671,63918.42
A00311,U00200,85389.16
A00312,U00101,91608.74
A00313,U00047,66642.21
A00314,U00992,37202.06
A00315,U00316,52962.3
A00316,U00399,7393.88
A00317,U00422,41972.85
A00318,U00674,23395.31
A00319,U00139,82563.01
A00320,U00314,2014.94
A00321,U00502,54050.69
A00322,U00111,30049.23
A00323,U00482,10422.06
A00324,U00058,87005.46
A00325,U00490,8715.3
A00326,U00949,40937.51
A00327,U00968,63320.52
A00328,U00332,42876.48
A00329,U00188,20058.56
A00330,U00306,3709.4
A00331,U00945,74541.12
A00332,U00208,99052.07
A00333,U00947,47678.77
A00334,U00269,91601.14
A00335,U00269,2576.84
A00336,U00086,68977.53
A00337,U00969,511.24
A00338,U00498,18392.68
A00339,U00382,69217.63
A00340,U00882,35136.63
A00341,U00872,14377.26
A00342,U00141,33630.27
A00343,U00638,93017.81
A00344,U00630,68227.43
A00345,U00227,56698.66
A00346,U00389,63964.1
A00347,U00454,37506.65
A00348,U00686,65525.42
A00349,U00992,77527.7
A00350,U00598,93108.28
A00351,U00326,3165.84
A00352,U00358,62381.95
A00353,U00515,25289.66
A00354,U00357,82756.26
A00355,U00938,78182.17
A00356,U00413,35189.27
A00357,U00229,72762.25
A00358,U00282,8490.18
A00359,U00770,13043.83
A00360,U00545,8891.25
A00361,U00813,1496.48
A00362,U00346,20562.05
A00363,U00065,49771.15
A00364,U00051,97522.93
A00365,U00101,45114.14
A00366,U00098,6837.35
A00367,U00375,8314.29
A00368,U00517,29717.87
A00369,U00800,41596.83
A00370,U00061,52697.92
A00371,U00343,73215.91
A00372,U00814,86651.59
A00373,U00941,10504.58
A00374,U00463,95198.02
A00375,U00603,58383.19
A00376,U00936,27969.09
A00377,U00625,41145.41
A00378,U00426,17427.89
A00379,U00696,48428.86
A00380,U00144,15328.76
A00381,U00185,75499.15
A00382,U00958,22505.32
A00383,U00466,9019.35
A00384,U00784,58709.06
A00385,U00674,62671.71
A00386,U00589,8443.15
A00387,U00538,38458.88
A00388,U00532,5322.54
A00389,U00917,68008.63
A00390,U00158,91340.61
A00391,U00710,98680.82
A00392,U00616,4530.02
A00393,U00130,89552.37
A00394,U00027,22780.89
A00395,U00981,75464.98
A00396,U00921,20674.46
A00397,U00980,35870.38
A00398,U00372,88523.14
A00399,U00546,10844.04
A00400,U00482,74111.37
A00401,U00842,59594.33
A00402,U00131,13178.78
A00403,U00346,92992.63
A00404,U00589,31057.38
A00405,U00191,90225.91
A00406,U00800,92570.42
A00407,U00876,91792.99
A00408,U00244,54027.03
A00409,U00940,83834.31
A00410,U00524,80349.44
A00411,U00278,67645.37
A00412,U00015,17655.67
A00413,U00552,52408.19
A00414,U00872,48663.43
A00415,U00567,94421.39
A00416,U00244,20282.36
A00417,U00197,463.01
A00418,U00193,88438.27
A00419,U00700,37892.14
A00420,U00749,32231.99
A00421,U00484,31607.16
A00422,U00207,98072.94
A00423,U00592,89455.13
A00424,U00069,19899.43
A00425,U00325,26494.94
A00426,U00020,53589.42
A00427,U00852,89092.99
A00428,U00771,95286.89
A00429,U00892,58598.41
A00430,U00746,35741.61
A00431,U00695,92186.91
A00432,U00898,85423.39
A00433,U00281,61892.21
A00434,U00698,93612.38
A00435,U00258,40327.92
A00436,U00379,48893.02
A00437,U00533,28642.29
A00438,U00577,97381.22
A00439,U00345,42864.26
A00440,U00165,30702.91
A00441,U00131,56734.8
A00442,U00926,26971.79
A00443,U00145,4580.59
A00444,U00663,98244.3
A00445,U00213,23252.93
A00446,U00938,46127.52
A00447,U00572,53929.28
A00448,U00909,13179.65
A00449,U00149,31180.07
A00450,U00953,20039.2
A00451,U00607,44762.0
A00452,U00489,1706.26
A00453,U00113,68280.77
A00454,U00384,8673.82
A00455,U00054,1515.61
A00456,U00426,26441.54
A00457,U00252,98182.72
A00458,U00717,28126.0
A00459,U00539,16148.2
A00460,U00106,10497.54
A00461,U00049,78669.85
A00462,U00345,29225.03
A00463,U00482,57088.83
A00464,U00828,76426.03
A00465,U00237,97500.67
A00466,U00981,56475.7
A00467,U00631,70851.92
A00468,U00568,21292.18
A00469,U00861,77532.99
A00470,U00906,95914.07
A00471,U00818,20104.42
A00472,U00704,8385.48
A00473,U00075,5162.3
A00474,U00580,58160.86
A00475,U00474,41466.18
A00476,U00612,68444.81
A00477,U00777,25708.44
A00478,U00929,72969.87
A00479,U00873,52626.32
A00480,U00106,49136.16
A00481,U00220,39211.74
A00482,U00295,5875.71
A00483,U00858,89879.58
A00484,U00749,99894.92
A00485,U00312,87310.79
A00486,U00540,92837.97
A00487,U00999,32125.53
A00488,U00084,68370.78
A00489,U00308,32463.08
A00490,U00996,97950.88
A00491,U00522,87938.04
A00492,U00973,93046.7
A00493,U00117,99855.86
A00494,U00423,96227.0
A00495,U00854,71228.61
A00496,U00928,4381.62
A00497,U00113,66998.77
A00498,U00926,36594.02
A00499,U00512,98832.19
A00500,U00400,52531.32
A00501,U00177,95917.79
A00502,U00683,61988.05
A00503,U00188,24031.05
A00504,U00372,17708.48
A00505,U00004,73364.12
A00506,U00957,10348.51
A00507,U00974,97997.77
A00508,U00218,41282.45
A00509,U00171,1129.66
A00510,U00968,83428.26
A00511,U00243,17867.58
A00512,U00300,30340.21
A00513,U00908,91940.26
A00514,U00717,25193.32
A00515,U00170,79141.14
A00516,U00491,27650.09
A00517,U00589,24032.79
A00518,U00230,73149.78
A00519,U00272,13475.36
A00520,U00800,72560.43
A00521,U00639,32706.01
A00522,U00322,69151.09
A00523,U00170,79448.86
A00524,U00773,66469.64
A00525,U00167,72095.64
A00526,U00044,5035.2
A00527,U00491,85397.86
A00528,U00282,27961.52
A00529,U00547,98066.17
A00530,U00871,84878.29
A00531,U00322,59858.94
A00532,U00831,32080.2
A00533,U00382,69618.38
A00534,U00988,50190.4
A00535,U00272,57685.75
A00536,U00155,57387.51
A00537,U00472,27406.65
A00538,U00564,58775.62
A00539,U00864,45003.71
A00540,U00122,81517.58
A00541,U00197,99850.02
A00542,U00502,91746.04
A00543,U00295,3356.53
A00544,U00807,42710.86
A00545,U00316,53882.92
A00546,U00486,61606.5
A00547,U00456,50959.67
A00548,U00778,24530.23
A00549,U00142,63248.78
A00550,U00520,56150.93
A00551,U00815,6307.72
A00552,U00897,45008.73
A00553,U00728,79788.0
A00554,U00548,147.53
A00555,U00877,93189.76
A00556,U00032,97547.19
A00557,U00945,80193.63
A00558,U00962,36784.15
A00559,U00511,28517.61
A00560,U00224,27389.19
A00561,U00397,85481.11
A00562,U00667,90543.23
A00563,U00885,70279.36
A00564,U00246,26473.09
A00565,U00732,60493.24
A00566,U00595,75115.92
A00567,U00700,34897.71
A00568,U00173,22718.6
A00569,U00704,94150.25
A00570,U00555,68010.49
A00571,U00591,42244.43
A00572,U00889,18589.42
A00573,U00530,14826.13
A00574,U00332,1471.15
A00575,U00440,26514.43
A00576,U00954,84138.33
A00577,U00008,621.16
A00578,U00886,37452.71
A00579,U00166,17885.82
A00580,U00386,7748.61
A00581,U00678,46655.19
A00582,U00702,6650.46
A00583,U00497,16840.53
A00584,U00279,87119.32
A00585,U00651,64423.17
A00586,U00672,92583.6
A00587,U00061,85553.58
A00588,U00447,78333.53
A00589,U00446,27127.05
A00590,U00795,45762.81
A00591,U00027,2570.52
A00592,U00625,14075.35
A00593,U00293,41152.01
A00594,U00414,69527.49
A00595,U00609,40750.54
A00596,U00562,77505.51
A00597,U00993,15727.32
A00598,U00075,13466.04
A00599,U00092,6208.37
A00600,U00561,78961.6
A00601,U00928,55926.39
A00602,U00684,84030.97
A00603,U00157,19727.23
A00604,U00230,96689.82
A00605,U00266,94275.28
A00606,U00837,29354.37
A00607,U00048,52896.52
A00608,U00724,63113.83
A00609,U00489,31464.27
A00610,U00679,79743.57
A00611,U00748,17779.13
A00612,U00738,38385.72
A00613,U00492,66974.25
A00614,U00250,91685.38
A00615,U00056,99539.14
A00616,U00494,91256.94
A00617,U00112,55712.38
A00618,U00800,20727.51
A00619,U00508,27945.9
A00620,U00734,12238.83
A00621,U00772,80645.19
A00622,U00713,98462.77
A00623,U00108,15130.31
A00624,U00961,71361.94
A00625,U00490,22642.6
A00626,U00597,86247.17
A00627,U00893,60998.75
A00628,U00500,25986.01
A00629,U00110,28800.73
A00630,U00868,5967.23
A00631,U00839,82445.12
A00632,U00768,18586.93
A00633,U00946,84708.21
A00634,U00668,84506.21
A00635,U00408,25065.53
A00636,U00325,52514.42
A00637,U00628,17708.91
A00638,U00948,55909.72
A00639,U00422,95351.84
A00640,U00612,38785.58
A00641,U00744,46587.71
A00642,U00066,86133.42
A00643,U00053,59644.26
A00644,U00831,62332.02
A00645,U00175,18008.37
A00646,U00556,55511.75
A00647,U00727,62061.45
A00648,U00021,50172.27
A00649,U00071,40068.33
A00650,U00558,73646.58
A00651,U00500,88188.16
A00652,U00186,60883.2
A00653,U00970,27962.59
A00654,U00796,47700.8
A00655,U00938,27427.87
A00656,U00269,37124.72
A00657,U00980,76520.33
A00658,U00002,96826.74
A00659,U00878,99988.79
A00660,U00270,55870.44
A00661,U00823,61821.64
A00662,U00531,38514.12
A00663,U00640,20560.99
A00664,U00586,29260.58
A00665,U00255,47051.41
A00666,U00386,66486.63
A00667,U00730,28384.96
A00668,U00894,85995.56
A00669,U00274,24647.57
A00670,U00528,30805.81
A00671,U00492,6426.22
A00672,U00685,23088.89
A00673,U00564,5686.86
A00674,U00009,25853.09
A00675,U00798,81287.02
A00676,U00557,81583.82
A00677,U00358,4367.7
A00678,U00236,94364.08
A00679,U00549,40937.95
A00680,U00133,44924.2
A00681,U00714,53505.46
A00682,U00374,79842.79
A00683,U00113,65171.99
A00684,U00461,9733.91
A00685,U00455,81888.69
A00686,U00449,75631.51
A00687,U00411,71401.25
A00688,U00530,84092.05
A00689,U00721,32756.6
A00690,U00335,89292.14
A00691,U00901,10928.83
A00692,U00863,64609.69
A00693,U00618,56330.92
A00694,U00701,72946.55
A00695,U00576,52098.13
A00696,U00117,56215.44
A00697,U00137,3638.28
A00698,U00908,9512.65
A00699,U00322,61788.38
A00700,U00810,93187.54
A00701,U00242,3951.75
A00702,U00434,71570.93
A00703,U00774,15609.05
A00704,U00765,27956.69
A00705,U00788,89635.41
A00706,U00814,15385.94
A00707,U00020,95745.43
A00708,U00968,48889.15
A00709,U00354,95442.61
A00710,U00350,52601.37
A00711,U00698,61921.65
A00712,U00736,19570.28
A00713,U00455,28099.91
A00714,U00730,53905.56
A00715,U00245,50839.89
A00716,U00387,77170.72
A00717,U00833,73936.41
A00718,U00700,91743.37
A00719,U00269,580.98
A00720,U00064,98064.59
A00721,U00957,41798.0
A00722,U00598,50612.49
A00723,U00972,15102.29
A00724,U00656,33322.52
A00725,U00157,93552.31
A00726,U00132,96747.73
A00727,U00894,51342.53
A00728,U00560,74437.5
A00729,U00619,3430.23
A00730,U00764,3387.93
A00731,U00634,94039.69
A00732,U00480,85995.79
A00733,U00344,25993.54
A00734,U00502,11894.67
A00735,U00151,70623.38
A00736,U00606,61368.68
A00737,U00203,66107.56
A00738,U00932,20855.14
A00739,U00422,98360.11
A00740,U00433,95850.91
A00741,U00854,52818.91
A00742,U00055,7360.75
A00743,U00009,71404.66
A00744,U00629,13738.93
A00745,U00032,90977.83
A00746,U00337,38745.86
A00747,U00830,31086.28
A00748,U00988,82729.95
A00749,U00471,71843.51
A00750,U00481,15297.14
A00751,U00198,72864.07
A00752,U00000,25230.29
A00753,U00112,13954.06
A00754,U00059,12498.07
A00755,U00889,76312.29
A00756,U00263,88069.45
A00757,U00824,2802.09
A00758,U00046,68797.01
A00759,U00215,43911.76
A00760,U00350,5857.32
A00761,U00202,59916.68
A00762,U00577,34147.77
A00763,U00065,7366.33
A00764,U00803,4940.23
A00765,U00846,94409.04
A00766,U00545,80388.9
A00767,U00709,91803.74
A00768,U00487,72351.28
A00769,U00239,44464.36
A00770,U00623,92806.71
A00771,U00494,20827.96
A00772,U00777,86870.4
A00773,U00213,60644.27
A00774,U00142,96623.2
A00775,U00068,444.5
A00776,U00593,72436.7
A00777,U00571,48136.94
A00778,U00891,45752.61
A00779,U00899,58682.54
A00780,U00191,38229.68
A00781,U00509,36380.32
A00782,U00408,25695.77
A00783,U00372,79549.57
A00784,U00025,53274.14
A00785,U00237,50517.57
A00786,U00167,59723.91
A00787,U00341,33182.43
A00788,U00515,97348.99
A00789,U00745,63129.59
A00790,U00575,76580.29
A00791,U00878,10686.21
A00792,U00481,91664.27
A00793,U00659,31969.58
A00794,U00970,53881.26
A00795,U00745,667.67
A00796,U00480,85050.89
A00797,U00375,42397.07
A00798,U00597,98006.43
A00799,U00438,93413.2
A00800,U00761,60831.85
A00801,U00027,45791.53
A00802,U00180,68477.94
A00803,U00708,73590.2
A00804,U00100,85646.41
A00805,U00195,30132.23
A00806,U00368,53900.27
A00807,U00706,96481.49
A00808,U00293,41072.03
A00809,U00600,55888.6
A00810,U00239,22134.65
A00811,U00129,99836.06
A00812,U00619,24075.62
A00813,U00546,44138.89
A00814,U00047,45010.21
A00815,U00750,58455.43
A00816,U00637,41474.15
A00817,U00729,65648.41
A00818,U00923,65648.42
A00819,U00359,67257.27
A00820,U00722,79846.21
A00821,U00257,23586.0
A00822,U00272,24498.29
A00823,U00224,13912.49
A00824,U00179,17575.25
A00825,U00542,94870.35
A00826,U00049,12353.63
A00827,U00819,25167.55
A00828,U00934,40051.38
A00829,U00262,64567.41
A00830,U00314,37452.03
A00831,U00648,36444.38
A00832,U00637,3218.91
A00833,U00901,89653.31
A00834,U00366,82995.92
A00835,U00589,99153.89
A00836,U00703,96522.38
A00837,U00883,42706.7
A00838,U00838,2008.93
A00839,U00273,71278.19
A00840,U00559,49467.86
A00841,U00257,84261.1
A00842,U00538,67483.26
A00843,U00021,49060.34
A00844,U00211,74741.31
A00845,U00506,77197.68
A00846,U00922,9576.18
A00847,U00874,61415.95
A00848,U00398,88048.2
A00849,U00111,69461.95
A00850,U00336,2530.24
A00851,U00862,44819.9
A00852,U00409,57040.6
A00853,U00874,77447.07
A00854,U00360,81698.66
A00855,U00579,15253.33
A00856,U00735,40510.5
A00857,U00592,53402.12
A00858,U00942,26840.27
A00859,U00974,76076.09
A00860,U00146,59352.75
A00861,U00475,70560.32
A00862,U00998,55921.5
A00863,U00786,13421.0
A00864,U00240,92208.64
A00865,U00088,84253.47
A00866,U00508,56712.6
A00867,U00040,85675.29
A00868,U00378,63574.72
A00869,U00021,68686.13
A00870,U00687,89680.11
A00871,U00469,32027.61
A00872,U00070,84637.56
A00873,U00520,67059.43
A00874,U00372,78561.18
A00875,U00503,49339.25
A00876,U00769,77527.99
A00877,U00974,382.15
A00878,U00008,51133.19
A00879,U00746,22187.96
A00880,U00196,90256.09
A00881,U00072,28914.22
A00882,U00073,20721.9
A00883,U00158,72931.98
A00884,U00074,32716.05
A00885,U00303,36337.65
A00886,U00802,46084.78
A00887,U00182,46981.8
A00888,U00370,25184.68
A00889,U00400,19902.76
A00890,U00846,64162.82
A00891,U00429,4415.42
A00892,U00450,95740.29
A00893,U00330,64962.05
A00894,U00796,80682.51
A00895,U00605,13198.36
A00896,U00964,52827.19
A00897,U00667,75383.05
A00898,U00973,55707.2
A00899,U00449,47917.86
A00900,U00666,27617.02
A00901,U00892,2299.21
A00902,U00582,77452.24
A00903,U00951,74467.33
A00904,U00853,15942.69
A00905,U00423,2189.8
A00906,U00771,98751.35
A00907,U00687,78368.49
A00908,U00928,62417.93
A00909,U00880,72990.73
A00910,U00546,27751.11
A00911,U00318,15863.64
A00912,U00463,77852.11
A00913,U00357,91384.78
A00914,U00964,78595.78
A00915,U00015,77705.83
A00916,U00226,13171.19
A00917,U00829,60374.72
A00918,U00381,94516.76
A00919,U00922,97540.17
A00920,U00384,1344.81
A00921,U00204,43518.4
A00922,U00697,88856.23
A00923,U00452,6540.91
A00924,U00402,7246.28
A00925,U00612,43771.27
A00926,U00895,52903.61
A00927,U00690,24490.51
A00928,U00992,27639.38
A00929,U00303,41071.25
A00930,U00963,77900.67
A00931,U00379,75849.26
A00932,U00836,76129.29
A00933,U00974,10931.76
A00934,U00079,19736.11
A00935,U00370,73195.42
A00936,U00188,45072.01
A00937,U00289,55319.76
A00938,U00509,78337.77
A00939,U00402,20914.52
A00940,U00709,88324.74
A00941,U00983,1894.3
A00942,U00905,2704.2
A00943,U00944,5909.3
A00944,U00846,88286.42
A00945,U00819,96452.07
A00946,U00260,46909.6
A00947,U00254,64850.53
A00948,U00143,68443.01
A00949,U00415,89733.02
A00950,U00136,38419.95
A00951,U00825,14974.26
A00952,U00493,83831.35
A00953,U00779,17497.59
A00954,U00753,4866.27
A00955,U00589,14044.33
A00956,U00510,86714.8
A00957,U00669,95001.27
A00958,U00032,13072.99
A00959,U00549,19130.72
A00960,U00397,55320.71
A00961,U00034,28642.47
A00962,U00849,67538.42
A00963,U00325,42516.58
A00964,U00455,45795.47
A00965,U00252,64212.02
A00966,U00234,39112.53
A00967,U00225,51578.83
A00968,U00365,28107.09
A00969,U00608,88648.0
A00970,U00177,91752.41
A00971,U00534,24367.13
A00972,U00532,73559.88
A00973,U00628,59895.73
A00974,U00893,28962.44
A00975,U00937,65884.4
A00976,U00416,31327.3
A00977,U00595,606.04
A00978,U00303,53353.9
A00979,U00238,60126.18
A00980,U00879,91338.6
A00981,U00784,90326.14
A00982,U00752,64806.9
A00983,U00509,80614.47
A00984,U00637,25904.91
A00985,U00566,26968.72
A00986,U00918,38886.64
A00987,U00692,92992.92
A00988,U00125,94649.24
A00989,U00001,65783.24
A00990,U00450,67221.54
A00991,U00267,87202.27
A00992,U00457,31699.2
A00993,U00086,97286.05
A00994,U00631,83527.53
A00995,U00324,27849.96
A00996,U00146,52014.56
A00997,U00369,18990.14
A00998,U00758,16048.32
A00999,U00895,11370.12
A01000,U00627,85528.24
A01001,U00422,45307.99
A01002,U00448,9937.14
A01003,U00791,33310.41
A01004,U00735,50748.69
A01005,U00093,74379.92
A01006,U00851,84128.64
A01007,U00931,31604.8
A01008,U00140,33549.75
A01009,U00998,1373.12
A01010,U00395,7695.54
A01011,U00594,51341.76
A01012,U00738,85278.95
A01013,U00177,73567.07
A01014,U00129,9044.82
A01015,U00297,14907.09
A01016,U00742,75217.93
A01017,U00325,5995.98
A01018,U00987,12332.13
A01019,U00384,9459.96
A01020,U00991,48202.4
A01021,U00333,54837.6
A01022,U00945,18253.49
A01023,U00602,45410.79
A01024,U00346,7270.81
A01025,U00005,83892.68
A01026,U00759,11898.39
A01027,U00573,68353.71
A01028,U00242,704.11
A01029,U00500,82579.47
A01030,U00754,5986.68
A01031,U00161,42500.03
A01032,U00052,2749.13
A01033,U00782,57109.93
A01034,U00179,53916.7
A01035,U00899,30365.37
A01036,U00711,88737.43
A01037,U00585,94809.46
A01038,U00560,75675.74
A01039,U00087,61509.2
A01040,U00842,94349.2
A01041,U00135,54804.54
A01042,U00496,80703.19
A01043,U00459,61214.28
A01044,U00633,56506.7
A01045,U00711,51075.38
A01046,U00451,35015.84
A01047,U00255,40643.03
A01048,U00589,76110.97
A01049,U00045,38067.05
A01050,U00798,22934.36
A01051,U00674,15782.0
A01052,U00630,39048.36
A01053,U00440,73968.13
A01054,U00981,99597.69
A01055,U00680,58888.79
A01056,U00208,56077.42
A01057,U00547,31058.02
A01058,U00234,57928.2
A01059,U00814,3563.2
A01060,U00470,65228.15
A01061,U00472,51684.6
A01062,U00723,23200.52
A01063,U00236,59921.8
A01064,U00789,10507.32
A01065,U00591,10696.04
A01066,U00674,84878.17
A01067,U00663,78816.26
A01068,U00702,44084.99
A01069,U00905,64764.71
A01070,U00690,67217.9
A01071,U00654,14274.47
A01072,U00929,65884.25
A01073,U00486,10133.95
A01074,U00547,37100.54
A01075,U00070,65508.55
