id,user_id,merchant_id,device_id,ip_id,amount,timestamp,status,label
T0000119,U00877,M00039,D00103,IP00908,5896.38,2024-03-07T11:47:43.390355,Approved,FinancialRisk
T0000120,U00489,M00098,D00295,IP00071,14916.63,2024-07-28T11:47:43.390363,Approved,FinancialRisk
T0000121,U00627,M00058,D00402,IP00418,10470.02,2024-06-05T11:47:43.390370,Approved,FinancialRisk
T0000122,U00776,M00008,D00247,IP00977,5391.29,2024-02-20T11:47:43.390377,Approved,FinancialRisk
T0000123,U00865,M00017,D00168,IP00815,1971.26,2024-09-17T11:47:43.390384,Approved,FinancialRisk
T0000124,U00213,M00041,D00399,IP00499,7828.07,2024-09-25T11:47:43.390392,Approved,FinancialRisk
T0000125,U00754,M00006,D00265,IP00023,4071.76,2024-02-09T11:47:43.390399,Declined,FinancialRisk
T0000126,U00262,M00087,D00114,IP00453,5682.73,2023-11-26T11:47:43.390407,Approved,FinancialRisk
T0000127,U00275,M00050,D00354,IP00079,13755.72,2024-10-04T11:47:43.390414,Approved,FinancialRisk
T0000128,U00363,M00004,D00239,IP00918,2637.58,2023-10-25T11:47:43.390421,Approved,FinancialRisk
T0000129,U00948,M00063,D00381,IP00524,901.61,2024-09-20T11:47:43.390430,Approved,FinancialRisk
T0000130,U00812,M00024,D00448,IP00986,15714.53,2024-03-31T11:47:43.390438,Approved,FinancialRisk
T0000131,U00729,M00032,D00207,IP00970,13494.87,2024-04-09T11:47:43.390447,Approved,FinancialRisk
T0000132,U00961,M00080,D00192,IP00167,9623.25,2024-08-07T11:47:43.390454,Declined,FinancialRisk
T0000133,U00846,M00040,D00096,IP00236,8701.99,2023-11-25T11:47:43.390461,Approved,FinancialRisk
T0000134,U00081,M00012,D00349,IP00707,16539.74,2023-12-04T11:47:43.390468,Approved,FinancialRisk
T0000135,U00467,M00013,D00434,IP00810,17462.32,2023-10-27T11:47:43.390475,Flagged,FinancialRisk
T0000136,U00201,M00000,D00037,IP00287,12875.31,2024-06-03T11:47:43.390483,Approved,FinancialRisk
T0000137,U00041,M00002,D00325,IP00055,15026.76,2024-06-22T11:47:43.390490,Declined,FinancialRisk
T0000138,U00454,M00090,D00397,IP00384,10159.29,2024-06-23T11:47:43.390497,Approved,FinancialRisk
T0000139,U00054,M00011,D00196,IP00004,18167.08,2023-12-04T11:47:43.390504,Approved,FinancialRisk
T0000140,U00139,M00027,D00303,IP00370,5522.96,2024-02-17T11:47:43.390543,Declined,FinancialRisk
T0000141,U00226,M00049,D00296,IP00854,7852.45,2024-06-12T11:47:43.390551,Approved,FinancialRisk
T0000142,U00357,M00084,D00497,IP00764,17782.19,2023-11-01T11:47:43.390558,Declined,FinancialRisk
T0000143,U00021,M00046,D00068,IP00015,2136.01,2023-10-29T11:47:43.390565,Approved,FinancialRisk
T0000144,U00246,M00048,D00451,IP00470,5452.59,2024-03-23T11:47:43.390573,Approved,FinancialRisk
T0000145,U00677,M00067,D00189,IP00295,10019.79,2024-06-22T11:47:43.390580,Approved,FinancialRisk
T0000146,U00230,M00087,D00074,IP00827,6046.49,2024-03-18T11:47:43.390587,Approved,FinancialRisk
T0000147,U00402,M00014,D00186,IP00012,11696.57,2023-10-21T11:47:43.390594,Approved,FinancialRisk
T0000148,U00607,M00041,D00255,IP00012,14561.53,2024-04-21T11:47:43.390602,Approved,FinancialRisk
T0000149,U00510,M00032,D00259,IP00754,4095.76,2023-11-29T11:47:43.390610,Approved,FinancialRisk
T0000150,U00125,M00070,D00353,IP00414,9674.73,2023-11-17T11:47:43.390688,Approved,FinancialRisk
T0000151,U00894,M00056,D00043,IP00950,18995.16,2024-06-17T11:47:43.390699,Approved,FinancialRisk
T0000152,U00257,M00007,D00471,IP00845,8558.64,2024-03-10T11:47:43.390706,Approved,FinancialRisk
T0000153,U00438,M00095,D00097,IP00444,3930.43,2023-10-28T11:47:43.390713,Approved,FinancialRisk
T0000154,U00955,M00083,D00047,IP00575,13668.8,2023-10-22T11:47:43.390720,Approved,FinancialRisk
T0000155,U00125,M00069,D00052,IP00709,8711.54,2023-12-03T11:47:43.390727,Approved,FinancialRisk
T0000156,U00029,M00092,D00313,IP00600,5818.23,2024-01-06T11:47:43.390737,Approved,FinancialRisk
T0000157,U00035,M00067,D00199,IP00211,6440.75,2023-11-03T11:47:43.390746,Approved,FinancialRisk
T0000158,U00646,M00037,D00165,IP00216,11361.15,2024-06-27T11:47:43.390754,Approved,FinancialRisk
T0000159,U00394,M00064,D00393,IP00724,17649.71,2024-04-25T11:47:43.390761,Approved,FinancialRisk
T0000160,U00707,M00091,D00409,IP00473,11071.11,2024-06-09T11:47:43.390768,Approved,FinancialRisk
T0000161,U00879,M00027,D00032,IP00278,11869.87,2024-09-29T11:47:43.390777,Approved,FinancialRisk
T0000162,U00119,M00086,D00296,IP00280,15721.91,2024-05-24T11:47:43.390785,Declined,FinancialRisk
T0000163,U00259,M00030,D00439,IP00261,10010.49,2024-02-03T11:47:43.390792,Declined,FinancialRisk
T0000164,U00422,M00062,D00121,IP00243,16034.6,2024-07-22T11:47:43.390799,Approved,FinancialRisk
T0000165,U00785,M00037,D00440,IP00524,2254.26,2024-05-04T11:47:43.390807,Approved,FinancialRisk
T0000166,U00051,M00053,D00347,IP00147,15485.36,2024-06-02T11:47:43.390814,Flagged,FinancialRisk
T0000167,U00663,M00082,D00278,IP00225,16035.63,2024-09-20T11:47:43.390821,Approved,FinancialRisk
T0000168,U00973,M00015,D00290,IP00731,1461.83,2024-07-09T11:47:43.390828,Approved,FinancialRisk
T0000169,U00935,M00015,D00267,IP00772,12140.77,2024-01-02T11:47:43.390836,Declined,FinancialRisk
T0000170,U00310,M00081,D00099,IP00004,7067.72,2024-07-08T11:47:43.390845,Approved,FinancialRisk
T0000171,U00699,M00033,D00066,IP00039,18386.11,2024-04-26T11:47:43.390852,Approved,FinancialRisk
T0000172,U00435,M00045,D00015,IP00462,10719.17,2024-01-15T11:47:43.390861,Approved,FinancialRisk
T0000173,U00771,M00047,D00498,IP00382,1678.86,2024-05-23T11:47:43.390868,Approved,FinancialRisk
T0000174,U00711,M00053,D00479,IP00985,10661.44,2024-04-21T11:47:43.390875,Approved,FinancialRisk
T0000175,U00385,M00002,D00425,IP00894,3211.36,2023-10-14T11:47:43.390883,Approved,FinancialRisk
T0000176,U00436,M00096,D00237,IP00888,10400.65,2023-10-23T11:47:43.390890,Approved,FinancialRisk
T0000177,U00477,M00036,D00249,IP00265,15327.21,2024-06-03T11:47:43.390898,Approved,FinancialRisk
T0000178,U00027,M00085,D00235,IP00435,504.69,2023-11-09T11:47:43.390905,Declined,FinancialRisk
T0000179,U00102,M00035,D00185,IP00739,19392.9,2024-01-24T11:47:43.390912,Approved,FinancialRisk
T0000180,U00284,M00073,D00404,IP00659,14323.07,2024-07-10T11:47:43.390920,Approved,FinancialRisk
T0000181,U00934,M00080,D00327,IP00610,17893.65,2024-05-27T11:47:43.390927,Approved,FinancialRisk
T0000182,U00470,M00041,D00161,IP00945,99.27,2023-10-06T11:47:43.390967,Approved,FinancialRisk
T0000183,U00077,M00052,D00171,IP00526,10983.85,2024-01-24T11:47:43.390974,Approved,FinancialRisk
T0000184,U00040,M00006,D00166,IP00441,17772.49,2024-09-08T11:47:43.390982,Approved,FinancialRisk
T0000185,U00372,M00071,D00094,IP00751,16351.15,2024-07-11T11:47:43.390989,Approved,FinancialRisk
T0000186,U00012,M00019,D00101,IP00012,15921.81,2024-09-05T11:47:43.390996,Approved,FinancialRisk
T0000187,U00842,M00079,D00468,IP00034,16912.02,2024-07-24T11:47:43.391004,Approved,FinancialRisk
T0000188,U00892,M00013,D00073,IP00295,7693.86,2024-07-07T11:47:43.391011,Declined,FinancialRisk
T0000189,U00766,M00042,D00002,IP00310,3514.94,2024-07-23T11:47:43.391018,Approved,FinancialRisk
T0000190,U00297,M00039,D00266,IP00377,13526.39,2024-07-07T11:47:43.391032,Approved,FinancialRisk
T0000191,U00152,M00043,D00126,IP00800,10824.94,2024-03-22T11:47:43.391039,Declined,FinancialRisk
T0000192,U00357,M00080,D00058,IP00511,7242.02,2024-05-06T11:47:43.391046,Approved,FinancialRisk
T0000193,U00025,M00055,D00433,IP00928,12332.89,2024-03-06T11:47:43.391055,Approved,FinancialRisk
T0000194,U00850,M00089,D00092,IP00126,19531.91,2023-12-02T11:47:43.391063,Approved,FinancialRisk
T0000195,U00350,M00016,D00401,IP00992,18068.15,2024-01-24T11:47:43.391070,Approved,FinancialRisk
T0000196,U00210,M00008,D00082,IP00853,19044.84,2023-11-22T11:47:43.391078,Approved,FinancialRisk
T0000197,U00140,M00095,D00494,IP00065,6960.29,2024-05-22T11:47:43.391085,Approved,FinancialRisk
T0000198,U00370,M00060,D00371,IP00780,10163.33,2024-03-24T11:47:43.391094,Approved,FinancialRisk
T0000199,U00274,M00031,D00393,IP00837,1290.1,2023-10-09T11:47:43.391102,Approved,FinancialRisk
T0000200,U00548,M00085,D00424,IP00812,18084.12,2024-06-20T11:47:43.391109,Approved,FinancialRisk
T0000201,U00118,M00017,D00109,IP00385,3957.46,2024-09-07T11:47:43.391117,Approved,FinancialRisk
T0000202,U00166,M00058,D00307,IP00426,15359.61,2024-01-10T11:47:43.391124,Flagged,FinancialRisk
T0000203,U00784,M00042,D00347,IP00036,11610.82,2024-01-24T11:47:43.391131,Approved,FinancialRisk
T0000204,U00638,M00046,D00134,IP00747,15904.03,2024-10-02T11:47:43.391140,Approved,FinancialRisk
T0000205,U00579,M00062,D00173,IP00966,10167.87,2024-06-17T11:47:43.391147,Approved,FinancialRisk
T0000206,U00655,M00090,D00149,IP00711,17593.32,2024-03-02T11:47:43.391155,Approved,FinancialRisk
T0000207,U00620,M00044,D00206,IP00054,12745.45,2023-12-21T11:47:43.391162,Approved,FinancialRisk
T0000208,U00801,M00021,D00294,IP00795,13788.51,2024-02-16T11:47:43.391170,Approved,FinancialRisk
T0000209,U00258,M00090,D00186,IP00285,19654.94,2023-11-26T11:47:43.391181,Declined,FinancialRisk
T0000210,U00336,M00024,D00464,IP00972,14207.86,2024-05-04T11:47:43.391189,Approved,FinancialRisk
T0000211,U00633,M00091,D00019,IP00602,14474.25,2024-06-15T11:47:43.391196,Approved,FinancialRisk
T0000212,U00818,M00016,D00493,IP00371,9440.64,2023-11-21T11:47:43.391203,Declined,FinancialRisk
T0000213,U00977,M00012,D00190,IP00443,9229.75,2024-09-18T11:47:43.391211,Approved,FinancialRisk
T0000214,U00130,M00061,D00486,IP00010,16111.76,2023-11-28T11:47:43.391220,Approved,FinancialRisk
T0000215,U00943,M00094,D00369,IP00892,19950.89,2023-10-06T11:47:43.391228,Approved,FinancialRisk
T0000216,U00065,M00020,D00239,IP00157,19934.94,2024-05-22T11:47:43.391235,Approved,FinancialRisk
T0000217,U00758,M00073,D00412,IP00848,9239.37,2024-01-13T11:47:43.391243,Approved,FinancialRisk
T0000218,U00461,M00069,D00388,IP00861,7954.51,2023-10-18T11:47:43.391250,Approved,FinancialRisk
T0000219,U00821,M00046,D00040,IP00223,14156.37,2023-10-14T11:47:43.391257,Approved,FinancialRisk
T0000220,U00300,M00084,D00084,IP00052,3669.13,2024-06-24T11:47:43.391265,Approved,FinancialRisk
T0000221,U00210,M00021,D00347,IP00056,130.58,2024-01-20T11:47:43.391272,Approved,FinancialRisk
T0000222,U00110,M00036,D00457,IP00193,14121.03,2024-08-21T11:47:43.391279,Approved,FinancialRisk
T0000223,U00211,M00060,D00246,IP00384,9024.16,2024-02-07T11:47:43.391286,Approved,FinancialRisk
T0000224,U00976,M00037,D00365,IP00475,5554.89,2024-07-30T11:47:43.391294,Approved,FinancialRisk
T0000225,U00523,M00033,D00075,IP00590,14270.37,2023-12-23T11:47:43.391303,Declined,FinancialRisk
T0000226,U00427,M00053,D00068,IP00452,4423.86,2024-06-14T11:47:43.391310,Flagged,FinancialRisk
T0000227,U00121,M00050,D00126,IP00874,1785.73,2024-05-01T11:47:43.391317,Approved,FinancialRisk
T0000228,U00860,M00094,D00268,IP00707,18514.19,2024-03-10T11:47:43.391325,Approved,FinancialRisk
T0000229,U00727,M00085,D00094,IP00958,266.97,2023-10-16T11:47:43.391334,Declined,FinancialRisk
T0000230,U00100,M00087,D00410,IP00377,15213.73,2024-01-18T11:47:43.391341,Approved,FinancialRisk
T0000231,U00228,M00076,D00113,IP00411,16319.04,2024-05-20T11:47:43.391354,Approved,FinancialRisk
T0000232,U00304,M00042,D00180,IP00488,17980.69,2023-11-21T11:47:43.391362,Approved,FinancialRisk
T0000233,U00031,M00027,D00125,IP00795,641.31,2023-12-07T11:47:43.391369,Declined,FinancialRisk
T0000234,U00040,M00017,D00311,IP00011,7169.79,2023-10-05T11:47:43.391376,Approved,FinancialRisk
T0000235,U00304,M00051,D00295,IP00399,6840.91,2024-05-28T11:47:43.391415,Declined,FinancialRisk
T0000236,U00973,M00098,D00290,IP00982,7444.91,2024-08-13T11:47:43.391423,Approved,FinancialRisk
T0000237,U00355,M00048,D00484,IP00255,10573.26,2024-05-08T11:47:43.391430,Approved,FinancialRisk
T0000238,U00081,M00023,D00344,IP00924,9877.38,2024-04-05T11:47:43.391437,Approved,FinancialRisk
T0000239,U00677,M00063,D00085,IP00441,5967.8,2024-07-26T11:47:43.391445,Approved,FinancialRisk
T0000240,U00463,M00030,D00056,IP00421,17415.64,2024-08-03T11:47:43.391452,Declined,FinancialRisk
T0000241,U00204,M00020,D00387,IP00027,2173.3,2024-04-12T11:47:43.391459,Approved,FinancialRisk
T0000242,U00084,M00066,D00237,IP00399,19516.58,2024-05-01T11:47:43.391504,Approved,FinancialRisk
T0000243,U00918,M00004,D00016,IP00888,3653.66,2024-08-01T11:47:43.391535,Approved,FinancialRisk
T0000244,U00686,M00076,D00413,IP00509,284.76,2024-07-03T11:47:43.391545,Approved,FinancialRisk
T0000245,U00040,M00015,D00410,IP00820,310.23,2024-03-01T11:47:43.391553,Declined,FinancialRisk
T0000246,U00050,M00036,D00392,IP00776,11641.48,2024-05-31T11:47:43.391572,Approved,FinancialRisk
T0000247,U00865,M00032,D00014,IP00200,18018.26,2024-02-16T11:47:43.391580,Approved,FinancialRisk
T0000248,U00785,M00038,D00040,IP00429,16877.08,2024-08-19T11:47:43.391597,Approved,FinancialRisk
T0000249,U00902,M00000,D00042,IP00747,2623.34,2023-12-25T11:47:43.391604,Approved,FinancialRisk
T0000250,U00843,M00057,D00213,IP00189,10064.2,2024-09-20T11:47:43.391612,Declined,FinancialRisk
T0000251,U00491,M00002,D00219,IP00605,1376.15,2024-07-31T11:47:43.391619,Approved,FinancialRisk
T0000252,U00385,M00039,D00086,IP00387,10187.1,2024-07-11T11:47:43.391626,Approved,FinancialRisk
