id,user_id,merchant_id,device_id,ip_id,amount,timestamp,status
T0000045,U00962,M00052,D00037,IP00659,9192.38,2024-07-24T20:39:26.907764,Approved
T0000046,U00474,M00019,D00372,IP00592,18937.61,2024-07-04T20:39:26.907771,Approved
T0000047,U00382,M00034,D00407,IP00571,3573.04,2024-05-17T20:39:26.907778,Approved
T0000048,U00682,M00040,D00419,IP00813,13352.4,2024-05-11T20:39:26.907785,Approved
T0000049,U00710,M00055,D00081,IP00382,3685.59,2024-04-15T20:39:26.907793,Approved
T0000050,U00798,M00048,D00214,IP00693,13788.88,2024-08-08T20:39:26.907800,Approved
T0000051,U00971,M00073,D00019,IP00973,2702.42,2024-09-26T20:39:26.907807,Approved
T0000052,U00661,M00084,D00228,IP00389,18721.52,2024-09-02T20:39:26.907814,Declined
T0000053,U00321,M00035,D00198,IP00755,807.93,2024-09-22T20:39:26.907824,Approved
T0000054,U00246,M00097,D00300,IP00605,5594.29,2024-09-21T20:39:26.907831,Approved
T0000055,U00561,M00065,D00025,IP00088,7418.17,2024-06-27T20:39:26.907838,Approved
T0000056,U00793,M00024,D00085,IP00194,13957.66,2024-06-26T20:39:26.907848,Approved
T0000057,U00653,M00078,D00123,IP00828,14172.44,2024-04-06T20:39:26.907855,Approved
T0000058,U00008,M00000,D00054,IP00025,6309.35,2024-06-06T20:39:26.907862,Approved
T0000059,U00382,M00079,D00065,IP00355,16241.27,2023-10-17T20:39:26.907870,Approved
T0000060,U00500,M00015,D00230,IP00117,143.29,2024-05-09T20:39:26.907877,Approved
T0000061,U00562,M00011,D00030,IP00997,2978.87,2024-06-09T20:39:26.907884,Approved
T0000062,U00739,M00051,D00043,IP00155,10410.7,2023-11-11T20:39:26.907894,Approved
T0000063,U00691,M00093,D00374,IP00095,3352.85,2024-01-09T20:39:26.907902,Approved
T0000064,U00854,M00093,D00441,IP00565,19805.83,2024-09-02T20:39:26.907909,Approved
T0000065,U00533,M00014,D00175,IP00172,8131.03,2023-11-29T20:39:26.907918,Approved
T0000066,U00948,M00022,D00056,IP00378,12317.0,2024-08-22T20:39:26.907925,Approved
T0000067,U00474,M00051,D00028,IP00348,9798.05,2024-02-09T20:39:26.907932,Approved
T0000068,U00523,M00067,D00242,IP00964,11041.54,2024-04-15T20:39:26.907940,Approved
T0000069,U00512,M00053,D00301,IP00212,16271.72,2023-10-09T20:39:26.907949,Approved
T0000070,U00263,M00094,D00172,IP00745,4050.75,2023-10-17T20:39:26.907956,Approved
T0000071,U00403,M00027,D00245,IP00367,9022.84,2024-01-09T20:39:26.907966,Approved
T0000072,U00764,M00013,D00301,IP00715,9515.64,2024-07-30T20:39:26.907973,Approved
T0000073,U00348,M00009,D00370,IP00187,7326.53,2024-08-23T20:39:26.907981,Approved
T0000074,U00175,M00075,D00222,IP00826,15525.77,2024-09-22T20:39:26.907988,Approved
T0000075,U00230,M00002,D00171,IP00656,16265.14,2024-08-06T20:39:26.907998,Flagged
T0000076,U00939,M00034,D00393,IP00640,2163.98,2023-11-23T20:39:26.908006,Approved
T0000077,U00410,M00025,D00371,IP00981,6517.71,2023-10-11T20:39:26.908014,Approved
T0000078,U00929,M00075,D00028,IP00739,17356.65,2023-10-31T20:39:26.908022,Approved
T0000079,U00177,M00070,D00392,IP00554,4318.82,2024-04-22T20:39:26.908029,Approved
T0000080,U00049,M00090,D00337,IP00767,2912.21,2023-11-06T20:39:26.908037,Approved
T0000081,U00786,M00020,D00049,IP00292,14140.86,2024-03-15T20:39:26.908046,Flagged
T0000082,U00379,M00095,D00067,IP00646,11002.1,2024-03-28T20:39:26.908053,Approved
T0000083,U00732,M00057,D00052,IP00389,9102.81,2024-01-20T20:39:26.908062,Approved
T0000084,U00136,M00028,D00187,IP00988,3605.2,2024-02-11T20:39:26.908070,Approved
T0000085,U00516,M00041,D00456,IP00487,19185.49,2024-05-28T20:39:26.908094,Approved
T0000086,U00477,M00056,D00183,IP00068,482.88,2024-03-24T20:39:26.908104,Declined
T0000087,U00343,M00079,D00216,IP00446,4447.12,2024-01-29T20:39:26.908111,Approved
T0000088,U00852,M00000,D00470,IP00313,1906.44,2023-11-05T20:39:26.908119,Approved
T0000089,U00229,M00076,D00230,IP00276,7728.11,2024-06-24T20:39:26.908126,Approved
T0000090,U00627,M00022,D00461,IP00012,17292.86,2023-11-18T20:39:26.908133,Approved
T0000091,U00649,M00053,D00304,IP00702,4890.52,2023-12-27T20:39:26.908141,Approved
T0000092,U00820,M00096,D00408,IP00526,7300.88,2024-05-08T20:39:26.908150,Approved
T0000093,U00174,M00021,D00296,IP00915,18259.03,2024-02-14T20:39:26.908159,Approved
T0000094,U00436,M00073,D00233,IP00453,716.75,2023-10-05T20:39:26.908166,Approved
T0000095,U00975,M00030,D00319,IP00092,661.51,2024-07-27T20:39:26.908187,Declined
T0000096,U00601,M00090,D00311,IP00528,4269.16,2024-03-29T20:39:26.908195,Approved
T0000097,U00971,M00037,D00358,IP00939,764.64,2024-01-09T20:39:26.908202,Approved
T0000098,U00554,M00068,D00400,IP00202,5641.0,2024-03-21T20:39:26.908210,Approved
T0000099,U00623,M00059,D00111,IP00137,8630.76,2024-01-24T20:39:26.908217,Declined
T0000100,U00361,M00083,D00396,IP00132,4465.94,2024-08-08T20:39:26.908224,Approved
T0000101,U00372,M00034,D00358,IP00553,8825.14,2023-11-01T20:39:26.908236,Approved
T0000102,U00830,M00058,D00241,IP00113,7606.77,2023-11-13T20:39:26.908243,Approved
T0000103,U00443,M00065,D00292,IP00250,15255.62,2024-05-16T20:39:26.908254,Approved
T0000104,U00689,M00022,D00239,IP00119,14992.56,2024-04-18T20:39:26.908261,Approved
T0000105,U00008,M00090,D00255,IP00860,18650.75,2024-09-28T20:39:26.908269,Approved
T0000106,U00539,M00037,D00199,IP00307,4932.77,2024-05-08T20:39:26.908276,Flagged
T0000107,U00719,M00089,D00229,IP00254,9445.36,2024-08-08T20:39:26.908283,Approved
T0000108,U00728,M00018,D00246,IP00804,5663.19,2024-01-17T20:39:26.908291,Approved
T0000109,U00837,M00097,D00065,IP00610,13303.8,2023-10-26T20:39:26.908299,Approved
T0000110,U00326,M00031,D00483,IP00589,12487.17,2024-08-05T20:39:26.908306,Approved
T0000111,U00102,M00035,D00207,IP00470,1086.49,2024-06-06T20:39:26.908314,Approved
T0000112,U00989,M00061,D00242,IP00395,10490.04,2024-07-23T20:39:26.908321,Approved
T0000113,U00659,M00013,D00415,IP00007,71.17,2024-01-06T20:39:26.908330,Approved
T0000114,U00059,M00037,D00011,IP00330,7464.43,2024-08-12T20:39:26.908340,Approved
T0000115,U00287,M00072,D00103,IP00018,1082.18,2023-12-08T20:39:26.908347,Approved
T0000116,U00815,M00072,D00280,IP00054,17314.03,2024-02-28T20:39:26.908354,Approved
T0000117,U00537,M00031,D00021,IP00138,10330.35,2024-02-17T20:39:26.908368,Approved
T0000118,U00157,M00093,D00162,IP00140,7417.41,2024-01-24T20:39:26.908376,Approved
T0000119,U00739,M00093,D00208,IP00303,10954.54,2024-09-11T20:39:26.908383,Approved
T0000120,U00115,M00090,D00126,IP00389,19191.39,2023-12-07T20:39:26.908390,Approved
T0000121,U00330,M00019,D00072,IP00057,18705.1,2024-07-07T20:39:26.908398,Approved
T0000122,U00986,M00023,D00008,IP00205,3399.23,2024-04-13T20:39:26.908405,Approved
T0000123,U00844,M00056,D00413,IP00981,714.79,2024-04-24T20:39:26.908413,Approved
T0000124,U00827,M00026,D00252,IP00171,8827.07,2024-10-03T20:39:26.908422,Approved
T0000125,U00201,M00089,D00228,IP00962,13002.18,2023-10-29T20:39:26.908430,Approved
T0000126,U00170,M00060,D00150,IP00362,3470.57,2024-01-26T20:39:26.908438,Approved
T0000127,U00545,M00003,D00002,IP00266,10818.44,2024-07-10T20:39:26.908445,Approved
T0000128,U00745,M00049,D00310,IP00206,15497.28,2023-11-17T20:39:26.908453,Approved
T0000129,U00328,M00078,D00297,IP00147,11130.63,2024-04-28T20:39:26.908461,Declined
T0000130,U00214,M00005,D00236,IP00766,7693.12,2024-03-02T20:39:26.908468,Approved
T0000131,U00715,M00031,D00106,IP00123,19474.0,2024-09-02T20:39:26.908475,Declined
T0000132,U00737,M00053,D00015,IP00878,12701.05,2024-04-15T20:39:26.908483,Approved
T0000133,U00077,M00093,D00179,IP00485,1773.6,2024-10-03T20:39:26.908490,Approved
T0000134,U00902,M00075,D00187,IP00632,19322.95,2024-02-18T20:39:26.908500,Approved
T0000135,U00816,M00017,D00410,IP00660,8258.91,2024-06-29T20:39:26.908510,Approved
T0000136,U00448,M00010,D00313,IP00226,4646.08,2024-04-23T20:39:26.908517,Approved
T0000137,U00094,M00057,D00454,IP00221,9644.2,2024-07-25T20:39:26.908524,Flagged
T0000138,U00615,M00071,D00092,IP00598,9573.92,2023-10-23T20:39:26.908531,Approved
T0000139,U00308,M00054,D00278,IP00013,8564.53,2023-10-15T20:39:26.908539,Approved
T0000140,U00914,M00010,D00029,IP00742,16090.0,2023-11-28T20:39:26.908546,Declined
T0000141,U00103,M00006,D00113,IP00047,14674.22,2024-05-08T20:39:26.908553,Approved
T0000142,U00769,M00048,D00402,IP00781,15144.75,2024-04-08T20:39:26.908561,Flagged
T0000143,U00367,M00047,D00032,IP00688,19573.83,2024-08-11T20:39:26.908568,Approved
T0000144,U00162,M00058,D00449,IP00953,1622.15,2024-09-28T20:39:26.908575,Approved
T0000145,U00492,M00085,D00193,IP00489,9057.22,2024-07-23T20:39:26.908585,Declined
T0000146,U00334,M00098,D00017,IP00930,4708.44,2024-04-19T20:39:26.908592,Approved
T0000147,U00196,M00066,D00317,IP00605,1923.21,2024-06-09T20:39:26.908600,Approved
T0000148,U00588,M00051,D00080,IP00925,11588.24,2024-02-03T20:39:26.908608,Approved
T0000149,U00461,M00068,D00057,IP00801,11685.79,2024-09-10T20:39:26.908617,Approved
T0000150,U00866,M00084,D00269,IP00423,19700.61,2024-07-22T20:39:26.908624,Approved
T0000151,U00547,M00098,D00434,IP00507,18447.97,2024-05-07T20:39:26.908631,Flagged
T0000152,U00093,M00080,D00237,IP00894,1488.19,2024-03-25T20:39:26.908719,Flagged
T0000153,U00543,M00049,D00108,IP00430,2838.33,2024-09-26T20:39:26.908739,Approved
T0000154,U00572,M00006,D00272,IP00551,18907.22,2024-07-24T20:39:26.908748,Approved
T0000155,U00296,M00008,D00421,IP00996,768.05,2024-03-19T20:39:26.908755,Approved
T0000156,U00052,M00000,D00239,IP00952,9311.88,2024-01-14T20:39:26.908765,Approved
T0000157,U00788,M00072,D00168,IP00162,15688.08,2024-01-14T20:39:26.908773,Approved
T0000158,U00387,M00036,D00231,IP00576,19390.23,2024-03-20T20:39:26.908780,Approved
T0000159,U00557,M00024,D00178,IP00194,10333.67,2024-04-26T20:39:26.908788,Approved
T0000160,U00542,M00020,D00235,IP00823,11438.88,2024-04-30T20:39:26.908795,Approved
T0000161,U00744,M00082,D00412,IP00852,9513.7,2024-09-08T20:39:26.908803,Declined
T0000162,U00887,M00009,D00004,IP00315,12700.58,2024-09-13T20:39:26.908810,Approved
T0000163,U00227,M00028,D00190,IP00010,4489.02,2024-04-13T20:39:26.908817,Approved
T0000164,U00391,M00042,D00027,IP00455,9873.1,2024-07-23T20:39:26.908825,Approved
T0000165,U00500,M00079,D00193,IP00716,16725.92,2023-11-26T20:39:26.908832,Declined
T0000166,U00626,M00063,D00055,IP00249,18859.24,2023-12-04T20:39:26.908842,Approved
T0000167,U00947,M00086,D00022,IP00413,16223.99,2023-10-20T20:39:26.908851,Approved
T0000168,U00889,M00074,D00351,IP00817,16079.61,2024-09-09T20:39:26.908858,Approved
T0000169,U00463,M00013,D00295,IP00194,5894.35,2024-04-10T20:39:26.908866,Declined
T0000170,U00197,M00097,D00009,IP00325,7831.1,2023-12-30T20:39:26.908873,Flagged
T0000171,U00654,M00083,D00384,IP00278,1606.58,2024-05-02T20:39:26.908880,Declined
T0000172,U00809,M00016,D00085,IP00650,18360.72,2024-07-03T20:39:26.908888,Declined
T0000173,U00241,M00005,D00315,IP00683,17808.7,2024-05-19T20:39:26.908901,Approved
T0000174,U00399,M00061,D00171,IP00274,2212.93,2024-05-11T20:39:26.908908,Approved
T0000175,U00878,M00030,D00011,IP00821,10927.65,2024-03-21T20:39:26.908916,Approved
T0000176,U00333,M00040,D00034,IP00825,1839.79,2024-02-27T20:39:26.908923,Approved
T0000177,U00732,M00074,D00232,IP00523,5764.96,2023-11-23T20:39:26.908933,Declined
T0000178,U00871,M00099,D00359,IP00409,9766.52,2024-05-21T20:39:26.908940,Approved
T0000179,U00683,M00051,D00360,IP00068,13512.26,2024-08-16T20:39:26.908948,Approved
T0000180,U00797,M00073,D00309,IP00332,19187.12,2023-10-16T20:39:26.908955,Declined
T0000181,U00198,M00072,D00309,IP00396,4118.37,2024-05-25T20:39:26.908963,Declined
T0000182,U00580,M00062,D00404,IP00798,16678.72,2024-02-19T20:39:26.908970,Approved
T0000183,U00578,M00062,D00327,IP00176,9694.2,2024-04-06T20:39:26.908977,Approved
T0000184,U00141,M00003,D00483,IP00773,8280.22,2023-11-19T20:39:26.908985,Declined
T0000185,U00866,M00093,D00295,IP00146,5840.93,2023-11-20T20:39:26.908992,Declined
T0000186,U00394,M00096,D00224,IP00342,3938.08,2024-03-20T20:39:26.909046,Approved
T0000187,U00850,M00018,D00227,IP00188,8320.44,2024-07-14T20:39:26.909054,Approved
T0000188,U00873,M00040,D00417,IP00590,9694.86,2024-02-05T20:39:26.909064,Declined
T0000189,U00061,M00026,D00139,IP00950,3809.64,2024-04-03T20:39:26.909072,Declined
T0000190,U00059,M00055,D00107,IP00266,19086.98,2024-04-20T20:39:26.909079,Approved
T0000191,U00123,M00099,D00263,IP00755,11044.16,2024-05-03T20:39:26.909087,Approved
T0000192,U00451,M00076,D00396,IP00670,3583.75,2023-11-19T20:39:26.909100,Approved
T0000193,U00390,M00097,D00192,IP00275,8471.82,2024-07-30T20:39:26.909108,Approved
T0000194,U00820,M00036,D00390,IP00132,19609.48,2024-09-03T20:39:26.909115,Approved
T0000195,U00172,M00070,D00227,IP00523,19177.46,2024-05-09T20:39:26.909122,Approved
T0000196,U00154,M00006,D00280,IP00560,16377.61,2024-08-06T20:39:26.909130,Approved
T0000197,U00141,M00085,D00061,IP00370,11100.03,2024-09-14T20:39:26.909137,Approved
T0000198,U00778,M00041,D00453,IP00839,7765.91,2024-02-28T20:39:26.909149,Flagged
T0000199,U00350,M00077,D00273,IP00936,11211.0,2024-01-18T20:39:26.909157,Approved
T0000200,U00735,M00014,D00273,IP00845,2591.86,2024-03-29T20:39:26.909165,Approved
T0000201,U00536,M00006,D00226,IP00349,11126.09,2024-04-17T20:39:26.909172,Approved
T0000202,U00062,M00005,D00189,IP00985,4530.94,2023-11-27T20:39:26.909180,Declined
T0000203,U00162,M00067,D00178,IP00308,5709.44,2024-08-31T20:39:26.909187,Approved
T0000204,U00621,M00093,D00297,IP00299,8663.1,2023-10-12T20:39:26.909194,Approved
T0000205,U00187,M00077,D00475,IP00415,8945.52,2024-04-21T20:39:26.909201,Approved
T0000206,U00812,M00013,D00431,IP00587,12833.1,2023-12-31T20:39:26.909209,Approved
T0000207,U00659,M00067,D00402,IP00960,1698.15,2024-03-15T20:39:26.909216,Flagged
T0000208,U00043,M00015,D00334,IP00462,17963.41,2024-02-05T20:39:26.909223,Declined
T0000209,U00885,M00057,D00465,IP00891,12465.14,2023-11-06T20:39:26.909235,Approved
T0000210,U00422,M00008,D00327,IP00244,9260.6,2023-12-12T20:39:26.909243,Approved
T0000211,U00510,M00095,D00119,IP00904,3039.84,2024-02-08T20:39:26.909250,Approved
T0000212,U00323,M00084,D00043,IP00429,14395.85,2024-04-29T20:39:26.909259,Approved
T0000213,U00374,M00014,D00043,IP00830,1958.68,2024-06-23T20:39:26.909267,Approved
T0000214,U00849,M00043,D00112,IP00441,10506.7,2023-12-18T20:39:26.909274,Approved
T0000215,U00665,M00048,D00173,IP00916,14761.46,2024-01-29T20:39:26.909281,Approved
T0000216,U00036,M00024,D00057,IP00485,9896.62,2023-12-06T20:39:26.909289,Declined
T0000217,U00335,M00090,D00364,IP00139,18920.19,2024-09-19T20:39:26.909296,Approved
T0000218,U00012,M00061,D00153,IP00406,16382.22,2024-05-12T20:39:26.909303,Flagged
T0000219,U00928,M00011,D00288,IP00226,14022.42,2024-05-13T20:39:26.909313,Approved
T0000220,U00217,M00001,D00155,IP00585,4634.91,2023-12-05T20:39:26.909320,Approved
T0000221,U00173,M00040,D00178,IP00997,16326.2,2024-05-09T20:39:26.909327,Approved
T0000222,U00252,M00033,D00184,IP00897,15424.15,2024-04-15T20:39:26.909334,Declined
T0000223,U00170,M00060,D00335,IP00893,2074.54,2024-07-12T20:39:26.909342,Approved
T0000224,U00561,M00004,D00033,IP00976,8617.77,2023-10-30T20:39:26.909349,Declined
T0000225,U00127,M00042,D00099,IP00163,5217.98,2024-03-13T20:39:26.909356,Declined
T0000226,U00844,M00043,D00427,IP00777,3408.38,2024-03-17T20:39:26.909363,Declined
T0000227,U00470,M00015,D00082,IP00451,15658.16,2024-07-26T20:39:26.909371,Flagged
T0000228,U00403,M00057,D00221,IP00230,8903.76,2024-07-14T20:39:26.909378,Approved
T0000229,U00333,M00069,D00393,IP00791,3420.53,2024-06-30T20:39:26.909385,Approved
T0000230,U00178,M00003,D00210,IP00537,19770.99,2024-02-28T20:39:26.909395,Declined
T0000231,U00326,M00017,D00051,IP00487,11912.33,2024-01-01T20:39:26.909405,Approved
T0000232,U00873,M00074,D00032,IP00743,19819.01,2023-12-30T20:39:26.909412,Approved
T0000233,U00518,M00083,D00231,IP00773,1002.89,2024-01-10T20:39:26.909420,Approved
T0000234,U00288,M00008,D00238,IP00380,14413.38,2024-07-01T20:39:26.909427,Approved
T0000235,U00720,M00041,D00448,IP00128,9466.71,2024-04-23T20:39:26.909438,Declined
T0000236,U00210,M00009,D00089,IP00211,4556.64,2024-07-31T20:39:26.909445,Approved
T0000237,U00733,M00026,D00206,IP00039,13494.18,2024-06-28T20:39:26.909463,Approved
T0000238,U00916,M00080,D00418,IP00998,18514.46,2024-04-20T20:39:26.909475,Approved
T0000239,U00783,M00007,D00227,IP00182,2081.01,2024-04-29T20:39:26.909483,Approved
T0000240,U00838,M00020,D00199,IP00179,13123.8,2024-08-12T20:39:26.909490,Approved
T0000241,U00614,M00098,D00219,IP00187,18247.0,2024-05-10T20:39:26.909499,Approved
T0000242,U00871,M00093,D00090,IP00170,6601.16,2023-10-09T20:39:26.909507,Approved
T0000243,U00562,M00047,D00191,IP00482,110.7,2024-01-24T20:39:26.909514,Approved
T0000244,U00590,M00067,D00079,IP00445,1414.96,2024-08-27T20:39:26.909522,Approved
T0000245,U00836,M00068,D00489,IP00940,18757.15,2024-06-10T20:39:26.909529,Approved
T0000246,U00002,M00093,D00184,IP00773,16501.85,2024-10-01T20:39:26.909537,Approved
T0000247,U00801,M00008,D00042,IP00169,18587.24,2024-05-01T20:39:26.909544,Approved
T0000248,U00655,M00059,D00207,IP00330,10575.13,2024-08-18T20:39:26.909551,Declined
T0000249,U00318,M00076,D00343,IP00890,12747.21,2023-11-11T20:39:26.909558,Approved
T0000250,U00486,M00009,D00379,IP00925,7822.1,2024-01-06T20:39:26.909566,Declined
T0000251,U00774,M00024,D00174,IP00605,18631.1,2024-04-24T20:39:26.909577,Approved
T0000252,U00252,M00012,D00281,IP00209,11024.62,2024-04-12T20:39:26.909584,Approved
T0000253,U00161,M00086,D00403,IP00107,8857.89,2024-01-14T20:39:26.909592,Flagged
T0000254,U00573,M00083,D00178,IP00920,17625.55,2024-07-06T20:39:26.909600,Declined
T0000255,U00533,M00030,D00448,IP00092,17600.04,2024-07-28T20:39:26.909608,Approved
T0000256,U00049,M00058,D00084,IP00784,577.27,2024-01-18T20:39:26.909615,Declined
T0000257,U00975,M00088,D00380,IP00351,17582.06,2024-01-23T20:39:26.909623,Approved
T0000258,U00939,M00079,D00264,IP00931,4373.25,2023-10-25T20:39:26.909631,Declined
T0000259,U00889,M00043,D00032,IP00099,19686.73,2024-10-02T20:39:26.909638,Declined
T0000260,U00652,M00087,D00475,IP00514,5816.75,2024-05-22T20:39:26.909646,Approved
T0000261,U00077,M00086,D00208,IP00091,15406.1,2024-01-31T20:39:26.909653,Approved
T0000262,U00373,M00037,D00157,IP00288,13243.56,2024-07-29T20:39:26.909663,Approved
T0000263,U00630,M00051,D00427,IP00399,11133.38,2023-12-16T20:39:26.909670,Approved
T0000264,U00393,M00086,D00283,IP00190,18899.8,2024-03-08T20:39:26.909678,Approved
T0000265,U00310,M00068,D00405,IP00647,1690.76,2024-01-23T20:39:26.909685,Approved
T0000266,U00654,M00055,D00101,IP00903,16879.98,2024-04-25T20:39:26.909692,Declined
T0000267,U00421,M00032,D00208,IP00909,12244.65,2024-03-02T20:39:26.909700,Approved
T0000268,U00381,M00010,D00102,IP00434,942.5,2024-08-10T20:39:26.909707,Approved
T0000269,U00814,M00079,D00496,IP00208,17296.79,2024-09-12T20:39:26.909715,Approved
T0000270,U00108,M00088,D00069,IP00831,947.54,2024-09-25T20:39:26.909724,Approved
T0000271,U00559,M00032,D00187,IP00227,18324.9,2024-03-02T20:39:26.909731,Approved
T0000272,U00142,M00019,D00061,IP00243,4920.67,2024-02-27T20:39:26.909739,Approved
T0000273,U00026,M00092,D00050,IP00788,8053.14,2024-05-06T20:39:26.909749,Approved
T0000274,U00051,M00040,D00210,IP00001,14229.73,2024-03-31T20:39:26.909757,Approved
T0000275,U00968,M00039,D00459,IP00021,4742.07,2024-06-28T20:39:26.909764,Approved
T0000276,U00408,M00057,D00413,IP00190,10004.05,2024-01-15T20:39:26.909776,Declined
T0000277,U00449,M00005,D00492,IP00656,19606.87,2023-12-10T20:39:26.909784,Approved
T0000278,U00707,M00034,D00140,IP00916,8422.65,2024-08-06T20:39:26.909791,Approved
T0000279,U00495,M00029,D00082,IP00240,13643.6,2024-07-02T20:39:26.909798,Declined
T0000280,U00942,M00059,D00450,IP00139,8418.43,2024-07-07T20:39:26.909806,Flagged
T0000281,U00301,M00003,D00493,IP00304,1597.06,2024-01-15T20:39:26.909813,Declined
T0000282,U00361,M00038,D00082,IP00308,6340.11,2024-08-31T20:39:26.909821,Approved
T0000283,U00134,M00046,D00377,IP00697,9766.84,2023-12-15T20:39:26.909830,Approved
T0000284,U00492,M00096,D00356,IP00463,13442.2,2023-11-16T20:39:26.909838,Approved
T0000285,U00022,M00059,D00336,IP00433,1407.68,2024-05-10T20:39:26.909845,Approved
T0000286,U00405,M00001,D00257,IP00765,7911.49,2024-05-20T20:39:26.909852,Approved
T0000287,U00502,M00093,D00151,IP00849,18203.1,2024-08-17T20:39:26.909860,Approved
T0000288,U00042,M00024,D00018,IP00453,14912.21,2023-10-23T20:39:26.909868,Approved
T0000289,U00315,M00074,D00174,IP00761,8204.55,2023-10-23T20:39:26.909879,Declined
T0000290,U00262,M00059,D00420,IP00265,15801.83,2024-08-01T20:39:26.909889,Approved
T0000291,U00247,M00072,D00361,IP00555,15351.52,2024-09-16T20:39:26.909897,Approved
T0000292,U00510,M00080,D00307,IP00776,9257.12,2024-08-02T20:39:26.909911,Declined
T0000293,U00418,M00094,D00236,IP00056,359.37,2024-05-31T20:39:26.909919,Approved
T0000294,U00554,M00062,D00223,IP00555,16257.52,2024-04-15T20:39:26.909928,Approved
T0000295,U00948,M00075,D00479,IP00627,791.71,2024-07-25T20:39:26.909936,Approved
