id,user_id,balance
A00167,U00316,21713.43
A00168,U00684,61362.62
A00169,U00568,42916.94
A00170,U00906,92632.62
A00171,U00832,52793.51
A00172,U00813,58017.46
A00173,U00957,84893.88
A00174,U00063,93190.65
A00175,U00814,98099.7
A00176,U00629,92874.15
A00177,U00558,54839.11
A00178,U00719,6829.69
A00179,U00241,72784.25
A00180,U00568,46637.94
A00181,U00741,62022.79
A00182,U00643,74910.97
A00183,U00723,97221.28
A00184,U00288,8358.12
A00185,U00273,89732.89
A00186,U00155,87450.88
A00187,U00308,94095.96
A00188,U00547,11507.98
A00189,U00229,64549.57
A00190,U00010,48883.53
A00191,U00917,90725.42
A00192,U00601,7042.2
A00193,U00672,65552.69
A00194,U00483,14965.51
A00195,U00884,81401.48
A00196,U00713,16041.83
A00197,U00120,52328.78
A00198,U00320,62822.02
A00199,U00432,63529.23
A00200,U00390,74017.91
A00201,U00745,76736.88
A00202,U00094,59105.12
A00203,U00147,23536.58
A00204,U00753,28274.89
A00205,U00908,1947.53
A00206,U00202,27897.19
A00207,U00219,54487.29
A00208,U00655,28482.59
A00209,U00803,16292.78
A00210,U00227,61998.09
A00211,U00889,57826.95
A00212,U00975,51373.27
A00213,U00924,3321.83
A00214,U00361,21091.37
A00215,U00011,48919.15
A00216,U00502,26883.23
A00217,U00387,25312.14
A00218,U00979,6534.0
A00219,U00469,91007.57
A00220,U00110,36446.96
A00221,U00779,46112.3
A00222,U00514,7634.99
A00223,U00202,10255.81
A00224,U00307,27764.88
A00225,U00463,9901.02
A00226,U00578,22955.46
A00227,U00430,78981.44
A00228,U00452,63857.0
A00229,U00413,22132.39
A00230,U00435,10058.92
A00231,U00462,99077.72
A00232,U00372,67752.89
A00233,U00612,91963.49
A00234,U00697,14433.95
A00235,U00443,66281.62
A00236,U00376,75952.71
A00237,U00564,10830.81
A00238,U00460,16672.67
A00239,U00401,24968.97
A00240,U00396,96434.39
A00241,U00218,74570.47
A00242,U00700,82301.53
A00243,U00617,61962.8
A00244,U00521,89484.11
A00245,U00389,14959.74
A00246,U00747,87904.51
A00247,U00482,69564.74
A00248,U00104,15915.58
A00249,U00597,41770.95
A00250,U00018,47843.01
A00251,U00199,6317.6
A00252,U00413,15285.16
A00253,U00725,52858.19
A00254,U00785,37006.02
A00255,U00891,51626.34
A00256,U00585,56717.12
A00257,U00813,94513.61
A00258,U00845,75998.95
A00259,U00900,89325.86
A00260,U00036,14084.4
A00261,U00942,93326.31
A00262,U00170,5764.64
A00263,U00646,62707.65
A00264,U00381,22949.13
A00265,U00313,78835.94
A00266,U00953,31743.56
A00267,U00441,31546.27
A00268,U00872,71796.61
A00269,U00848,99795.76
A00270,U00726,26530.94
A00271,U00203,94218.94
A00272,U00316,36954.5
A00273,U00012,85341.13
A00274,U00555,23344.44
A00275,U00748,15851.29
A00276,U00585,44801.26
A00277,U00465,302.12
A00278,U00623,61545.11
A00279,U00007,79885.27
A00280,U00601,16664.39
A00281,U00982,27566.58
A00282,U00567,99363.51
A00283,U00482,37949.06
A00284,U00470,39997.79
A00285,U00457,5586.32
A00286,U00079,26970.85
A00287,U00587,50628.67
A00288,U00181,18652.29
A00289,U00135,34883.73
A00290,U00387,68502.37
A00291,U00222,56954.75
A00292,U00213,13476.55
A00293,U00140,90476.74
A00294,U00974,25490.95
A00295,U00963,90454.91
A00296,U00374,13281.02
A00297,U00232,79467.86
A00298,U00139,77528.74
A00299,U00885,2000.95
A00300,U00973,36791.24
A00301,U00568,77711.66
A00302,U00949,59001.13
A00303,U00217,76316.16
A00304,U00012,6460.29
A00305,U00626,78128.79
A00306,U00879,10749.25
A00307,U00721,86708.4
A00308,U00693,62044.63
A00309,U00464,18234.03
A00310,U00137,14732.24
A00311,U00098,43470.27
A00312,U00118,30406.89
A00313,U00810,62906.1
A00314,U00818,28221.38
A00315,U00520,29363.29
A00316,U00767,82046.7
A00317,U00124,12145.14
A00318,U00314,23262.55
A00319,U00954,23649.85
A00320,U00632,95697.13
A00321,U00785,90045.65
A00322,U00670,51227.79
A00323,U00183,34092.15
A00324,U00683,10148.6
A00325,U00526,46383.28
A00326,U00613,16788.02
A00327,U00197,90143.27
A00328,U00307,23320.78
A00329,U00889,23002.66
A00330,U00637,6529.32
A00331,U00804,90009.08
A00332,U00079,26011.65
A00333,U00918,22787.79
A00334,U00771,40349.26
A00335,U00022,20890.08
A00336,U00465,21402.1
A00337,U00122,77919.38
A00338,U00242,79021.62
A00339,U00234,26044.74
A00340,U00351,85296.62
A00341,U00518,40889.85
A00342,U00297,42414.82
A00343,U00122,78927.53
A00344,U00057,31308.75
A00345,U00265,28970.27
A00346,U00941,20556.85
A00347,U00480,74058.79
A00348,U00457,35108.2
A00349,U00212,11737.73
A00350,U00857,43277.38
A00351,U00344,74133.42
A00352,U00966,17247.85
A00353,U00571,21715.94
A00354,U00254,11216.75
A00355,U00320,31107.07
A00356,U00887,38295.19
A00357,U00939,19471.52
A00358,U00083,37025.37
A00359,U00670,7293.99
A00360,U00241,11207.99
A00361,U00758,66803.05
A00362,U00141,72832.99
A00363,U00831,92435.61
A00364,U00102,22247.69
A00365,U00913,92702.28
A00366,U00755,82642.91
A00367,U00963,54918.75
A00368,U00857,3887.94
A00369,U00744,58262.34
A00370,U00534,66065.99
A00371,U00497,14723.66
A00372,U00352,81891.75
A00373,U00298,24182.9
A00374,U00267,47788.1
A00375,U00919,54260.14
A00376,U00756,23910.93
A00377,U00703,38119.94
A00378,U00485,12766.29
A00379,U00616,3968.58
A00380,U00569,79797.46
A00381,U00317,12640.78
A00382,U00295,65472.34
A00383,U00278,59862.42
A00384,U00660,28312.69
A00385,U00950,5563.65
A00386,U00973,82538.94
A00387,U00790,48056.28
A00388,U00135,26443.75
A00389,U00912,20058.32
A00390,U00734,19840.27
A00391,U00224,34727.82
A00392,U00432,85796.44
A00393,U00931,94150.5
A00394,U00787,13193.96
A00395,U00728,43888.83
A00396,U00252,42082.55
A00397,U00525,35235.14
A00398,U00728,59774.58
A00399,U00810,54679.47
A00400,U00266,63513.48
A00401,U00941,58584.93
A00402,U00350,99235.14
A00403,U00482,65280.13
A00404,U00367,60553.48
A00405,U00481,31235.7
A00406,U00123,37622.72
A00407,U00983,20514.96
A00408,U00023,95271.81
A00409,U00710,40162.48
A00410,U00457,48586.0
A00411,U00214,18051.39
A00412,U00421,68118.8
A00413,U00069,68310.85
A00414,U00572,51773.88
A00415,U00605,97611.85
A00416,U00885,90881.03
A00417,U00996,14534.28
A00418,U00449,17761.39
A00419,U00484,6650.32
A00420,U00946,77289.39
A00421,U00969,90131.18
A00422,U00653,90595.4
A00423,U00875,36143.63
A00424,U00099,43773.21
A00425,U00566,3429.68
A00426,U00602,39090.67
A00427,U00501,28854.3
A00428,U00894,1735.29
A00429,U00301,75119.13
A00430,U00639,17043.59
A00431,U00360,37869.84
A00432,U00051,78812.91
A00433,U00494,13349.55
A00434,U00955,78033.18
A00435,U00628,77481.5
A00436,U00111,69242.68
A00437,U00557,55458.25
A00438,U00777,31688.07
A00439,U00679,61253.81
A00440,U00515,11546.61
A00441,U00640,93992.34
A00442,U00251,2634.95
A00443,U00463,87649.01
A00444,U00022,63586.05
A00445,U00018,61568.63
A00446,U00362,56961.22
A00447,U00394,36647.74
A00448,U00935,77906.49
A00449,U00586,69651.58
A00450,U00032,45291.02
A00451,U00101,28369.58
A00452,U00139,30460.17
A00453,U00798,12051.26
A00454,U00544,56845.91
A00455,U00681,41724.33
A00456,U00668,78860.62
A00457,U00062,63588.45
A00458,U00116,39267.99
A00459,U00860,93835.45
A00460,U00029,81779.46
A00461,U00092,99752.8
A00462,U00197,26608.92
A00463,U00584,72332.16
A00464,U00992,2900.11
A00465,U00653,68972.46
A00466,U00206,9071.58
A00467,U00023,39774.69
A00468,U00932,50836.0
A00469,U00240,67370.3
A00470,U00231,21029.82
A00471,U00338,58453.62
A00472,U00778,73714.53
A00473,U00643,47170.16
A00474,U00114,84035.77
A00475,U00944,92167.96
A00476,U00975,97936.91
A00477,U00846,65113.26
A00478,U00445,20607.2
A00479,U00746,92772.42
A00480,U00625,96812.82
A00481,U00004,15997.06
A00482,U00038,5835.77
A00483,U00798,55725.97
A00484,U00415,58472.8
A00485,U00830,85981.29
A00486,U00482,58411.02
A00487,U00538,74080.34
A00488,U00507,66269.44
A00489,U00135,30815.9
A00490,U00306,15689.25
A00491,U00782,66791.8
A00492,U00572,36250.03
A00493,U00921,82540.93
A00494,U00058,33457.58
A00495,U00605,61382.83
A00496,U00589,27041.47
A00497,U00172,6951.65
A00498,U00092,28045.72
A00499,U00372,3440.05
A00500,U00015,51786.15
A00501,U00157,13006.9
A00502,U00351,50302.53
A00503,U00349,12308.95
A00504,U00300,67931.08
A00505,U00441,72593.51
A00506,U00245,31554.74
A00507,U00274,25530.88
A00508,U00091,73144.53
A00509,U00422,15283.56
A00510,U00815,65697.38
A00511,U00745,17549.22
A00512,U00966,21023.16
A00513,U00173,98405.3
A00514,U00635,54139.4
A00515,U00026,75988.09
A00516,U00272,96796.33
A00517,U00709,84692.48
A00518,U00245,6839.31
A00519,U00538,26407.64
A00520,U00650,73623.81
A00521,U00373,19216.29
A00522,U00084,54333.6
A00523,U00938,78660.55
A00524,U00709,49641.38
A00525,U00019,36636.74
A00526,U00975,58245.61
A00527,U00323,88138.18
A00528,U00923,38246.63
A00529,U00926,41115.24
A00530,U00052,38920.37
A00531,U00804,57417.93
A00532,U00652,63168.33
A00533,U00443,94724.45
A00534,U00575,66843.91
A00535,U00295,6888.16
A00536,U00822,37044.73
A00537,U00350,31158.07
A00538,U00047,77955.05
A00539,U00591,84757.51
A00540,U00413,51512.48
A00541,U00770,67315.4
A00542,U00264,57698.08
A00543,U00396,63964.19
A00544,U00913,87278.58
A00545,U00852,78442.23
A00546,U00410,70468.99
A00547,U00024,73728.08
A00548,U00354,43630.92
A00549,U00340,9237.09
A00550,U00531,57215.58
A00551,U00296,58839.95
A00552,U00253,90720.37
A00553,U00939,24400.85
A00554,U00870,87930.86
A00555,U00791,43605.48
A00556,U00963,81837.11
A00557,U00966,68203.87
A00558,U00591,14140.56
A00559,U00017,1441.4
A00560,U00032,59063.93
A00561,U00479,74728.45
A00562,U00169,16494.21
A00563,U00402,86135.95
A00564,U00452,51637.42
A00565,U00363,22681.18
A00566,U00656,73196.78
A00567,U00781,19553.26
A00568,U00709,35864.01
A00569,U00263,35711.07
A00570,U00741,6342.59
A00571,U00118,45258.32
A00572,U00813,3327.17
A00573,U00966,10972.37
A00574,U00572,26945.23
A00575,U00971,83895.41
A00576,U00165,18314.89
A00577,U00036,49935.13
A00578,U00109,627.4
A00579,U00442,53686.39
A00580,U00614,80659.12
A00581,U00483,80939.28
A00582,U00342,3861.98
A00583,U00222,26464.22
A00584,U00022,58375.33
A00585,U00352,51864.83
A00586,U00312,34475.82
A00587,U00519,27705.75
A00588,U00999,23473.63
A00589,U00030,80100.87
A00590,U00061,84923.5
A00591,U00249,88866.38
A00592,U00720,75004.85
A00593,U00282,64121.43
A00594,U00988,55779.08
A00595,U00315,85438.19
A00596,U00839,95301.93
A00597,U00262,67586.76
A00598,U00127,84824.87
A00599,U00060,65165.26
A00600,U00073,58259.04
A00601,U00971,64902.38
A00602,U00577,38463.06
A00603,U00201,27570.19
A00604,U00838,66267.27
A00605,U00495,75148.55
A00606,U00275,29537.08
A00607,U00260,54425.11
A00608,U00967,34044.15
A00609,U00185,65493.77
A00610,U00994,80848.13
A00611,U00917,7186.03
A00612,U00170,92778.54
A00613,U00554,98493.37
A00614,U00402,3862.13
A00615,U00357,87818.26
A00616,U00752,8952.27
A00617,U00614,71665.67
A00618,U00799,91266.62
A00619,U00077,41281.25
A00620,U00751,41744.77
A00621,U00935,39189.48
A00622,U00419,79032.78
A00623,U00505,47458.86
A00624,U00914,61474.04
A00625,U00668,22442.51
A00626,U00418,8831.89
A00627,U00525,56746.35
A00628,U00693,67884.87
A00629,U00577,97644.82
A00630,U00113,68366.62
A00631,U00677,85190.86
A00632,U00353,70283.27
A00633,U00175,67878.3
A00634,U00577,6823.5
A00635,U00017,29088.38
A00636,U00115,95378.51
A00637,U00423,9875.87
A00638,U00185,56732.5
A00639,U00887,12672.12
A00640,U00847,36048.31
A00641,U00468,15581.53
A00642,U00847,4882.49
A00643,U00080,21112.91
A00644,U00408,61265.94
A00645,U00373,16931.61
A00646,U00020,61063.5
A00647,U00252,93703.77
A00648,U00109,44443.23
A00649,U00489,95611.76
A00650,U00081,78184.05
A00651,U00273,97487.69
A00652,U00041,24900.64
A00653,U00370,49611.16
A00654,U00593,73160.84
A00655,U00457,16906.9
A00656,U00822,38863.3
A00657,U00025,25302.71
A00658,U00229,14109.68
A00659,U00400,53978.42
A00660,U00746,69205.82
A00661,U00667,13878.43
A00662,U00095,20102.66
A00663,U00492,17268.84
A00664,U00279,58206.62
A00665,U00998,65008.94
A00666,U00418,88435.8
A00667,U00296,20470.24
A00668,U00045,30688.03
A00669,U00310,70746.3
A00670,U00121,42894.41
A00671,U00993,13137.61
A00672,U00277,88364.6
A00673,U00061,97877.62
A00674,U00988,51304.73
A00675,U00366,10328.63
A00676,U00326,78014.66
A00677,U00297,10788.49
A00678,U00827,69539.47
A00679,U00269,32495.1
A00680,U00929,90842.73
A00681,U00968,72713.4
A00682,U00076,35437.02
A00683,U00093,58765.46
A00684,U00144,1578.05
A00685,U00952,96714.41
A00686,U00578,65927.28
A00687,U00461,29540.58
A00688,U00098,9266.02
A00689,U00776,4331.77
A00690,U00156,95307.69
A00691,U00488,14649.2
A00692,U00492,55270.88
A00693,U00887,14547.48
A00694,U00922,67853.53
A00695,U00398,26829.12
A00696,U00498,40328.26
A00697,U00242,6239.51
A00698,U00356,61901.79
A00699,U00844,55045.83
A00700,U00624,38439.39
A00701,U00122,80871.53
A00702,U00626,8542.65
A00703,U00687,20059.93
A00704,U00598,20226.99
A00705,U00767,39813.81
A00706,U00254,21808.48
A00707,U00719,24001.51
A00708,U00607,87100.46
A00709,U00154,1047.41
A00710,U00167,96142.47
A00711,U00623,13873.55
A00712,U00377,68326.44
A00713,U00955,76337.14
A00714,U00450,93560.91
A00715,U00757,90344.61
A00716,U00363,12836.84
A00717,U00672,30499.83
A00718,U00325,33088.06
A00719,U00155,60463.91
A00720,U00620,79011.49
A00721,U00478,71636.86
A00722,U00228,67904.63
A00723,U00825,60933.97
A00724,U00439,85404.47
A00725,U00856,1430.41
A00726,U00942,48203.84
A00727,U00412,85974.31
A00728,U00530,82733.63
A00729,U00998,86193.15
A00730,U00993,33838.3
A00731,U00879,52419.3
A00732,U00129,39109.12
A00733,U00349,95888.51
A00734,U00053,86311.97
A00735,U00881,78337.87
A00736,U00929,72496.54
A00737,U00897,6251.91
A00738,U00444,65251.36
A00739,U00565,10211.88
A00740,U00925,31790.51
A00741,U00027,80523.01
A00742,U00798,87524.68
A00743,U00202,85474.91
A00744,U00665,76095.75
A00745,U00964,28871.24
A00746,U00049,95715.95
A00747,U00739,18461.17
A00748,U00823,6095.59
A00749,U00951,94677.37
A00750,U00778,17557.15
A00751,U00131,98560.59
A00752,U00908,93220.58
A00753,U00519,46075.15
A00754,U00902,8134.44
A00755,U00450,42211.78
A00756,U00962,82320.2
A00757,U00948,42798.5
A00758,U00726,87775.55
A00759,U00773,54932.39
A00760,U00024,11349.59
A00761,U00668,61562.37
A00762,U00235,68086.83
A00763,U00658,46606.35
A00764,U00308,26189.1
A00765,U00082,33075.41
A00766,U00014,61536.99
A00767,U00699,47135.75
A00768,U00671,75661.96
A00769,U00807,60145.07
A00770,U00003,56742.76
A00771,U00745,147.29
A00772,U00939,66510.3
A00773,U00119,2947.27
A00774,U00584,4937.13
A00775,U00611,92364.67
A00776,U00576,90196.47
A00777,U00265,71404.58
A00778,U00818,80194.44
A00779,U00980,44989.75
A00780,U00252,89024.02
A00781,U00435,11179.95
A00782,U00983,45415.22
A00783,U00991,56124.4
A00784,U00967,97965.95
A00785,U00838,22582.55
A00786,U00354,88354.31
A00787,U00712,62258.27
A00788,U00458,66787.28
A00789,U00101,88004.95
A00790,U00617,51721.81
A00791,U00888,4054.73
A00792,U00387,26623.34
A00793,U00367,49296.53
A00794,U00212,93099.88
A00795,U00617,42241.77
A00796,U00292,53060.37
A00797,U00216,51478.01
A00798,U00933,44512.21
A00799,U00283,73855.55
A00800,U00346,22071.4
A00801,U00309,50725.37
A00802,U00425,47180.79
A00803,U00434,51896.25
A00804,U00029,29953.67
A00805,U00279,39106.24
A00806,U00451,16403.24
A00807,U00324,82971.42
A00808,U00954,73538.14
A00809,U00027,89177.83
A00810,U00922,69605.13
A00811,U00653,13598.44
A00812,U00606,18630.56
A00813,U00153,83565.17
A00814,U00268,46951.36
A00815,U00129,39676.67
A00816,U00665,74465.79
A00817,U00741,93150.5
A00818,U00150,5405.44
A00819,U00653,26909.51
A00820,U00783,46826.71
A00821,U00601,83214.44
A00822,U00071,68024.45
A00823,U00934,26284.32
A00824,U00765,86783.3
A00825,U00622,98528.39
A00826,U00909,58473.38
A00827,U00501,5875.72
A00828,U00788,75698.51
A00829,U00585,24599.83
A00830,U00460,7802.35
A00831,U00847,64062.67
A00832,U00653,96106.3
A00833,U00796,28425.0
A00834,U00296,96745.53
A00835,U00253,4786.56
A00836,U00615,36098.01
A00837,U00556,3760.44
A00838,U00665,42321.33
A00839,U00040,79660.14
A00840,U00745,45894.06
A00841,U00736,86771.98
A00842,U00855,37267.55
A00843,U00836,23672.92
A00844,U00624,97236.14
A00845,U00997,87789.95
A00846,U00482,66506.15
A00847,U00955,52911.31
A00848,U00082,21121.27
A00849,U00445,87892.74
A00850,U00339,73747.57
A00851,U00702,21986.94
A00852,U00094,84684.55
A00853,U00449,34652.66
A00854,U00046,11331.4
A00855,U00235,9434.94
A00856,U00627,1750.08
A00857,U00835,29393.44
A00858,U00644,89809.82
A00859,U00007,79492.47
A00860,U00494,55397.5
A00861,U00335,76790.59
A00862,U00815,37628.41
A00863,U00387,75910.28
A00864,U00983,28076.84
A00865,U00361,80560.49
A00866,U00577,60872.91
A00867,U00860,19247.07
A00868,U00257,77505.8
A00869,U00363,16493.06
A00870,U00825,61173.82
A00871,U00141,83861.84
A00872,U00622,22305.38
A00873,U00843,60875.56
A00874,U00721,89519.41
A00875,U00153,38098.64
A00876,U00769,18627.55
A00877,U00803,17891.03
A00878,U00894,55923.77
A00879,U00473,29517.55
A00880,U00831,92801.24
A00881,U00995,33265.36
A00882,U00200,38121.69
A00883,U00777,76381.26
A00884,U00205,77493.85
A00885,U00085,5281.73
A00886,U00345,14069.52
A00887,U00574,73636.25
A00888,U00106,29486.48
A00889,U00291,11713.96
A00890,U00111,96923.72
A00891,U00490,87311.62
A00892,U00939,59827.48
A00893,U00678,84619.23
A00894,U00470,57434.27
A00895,U00155,35021.48
A00896,U00692,88574.21
A00897,U00712,19527.11
A00898,U00049,85743.88
A00899,U00023,84392.0
A00900,U00912,3763.78
A00901,U00620,40374.84
A00902,U00746,62423.6
A00903,U00319,35108.26
A00904,U00806,54412.09
A00905,U00314,37537.85
A00906,U00348,31801.55
A00907,U00864,53017.87
A00908,U00001,54246.29
A00909,U00962,66624.42
A00910,U00731,6565.41
A00911,U00780,17141.04
A00912,U00687,46264.33
A00913,U00719,24423.36
A00914,U00300,31286.78
A00915,U00806,4243.29
A00916,U00073,33710.28
A00917,U00322,53393.36
A00918,U00138,22782.53
A00919,U00364,98086.26
A00920,U00900,41629.46
A00921,U00060,83600.59
A00922,U00974,35856.18
A00923,U00458,39383.51
A00924,U00097,31068.9
A00925,U00553,75214.71
A00926,U00523,11395.49
A00927,U00592,84908.61
A00928,U00737,35046.69
A00929,U00828,44471.3
A00930,U00089,61246.58
A00931,U00033,5912.28
A00932,U00948,14866.69
A00933,U00585,62021.77
A00934,U00772,76648.33
A00935,U00343,15792.54
A00936,U00060,50103.08
A00937,U00723,58726.28
A00938,U00242,89546.86
A00939,U00659,34075.11
A00940,U00727,5758.56
A00941,U00376,62354.34
A00942,U00729,67528.27
A00943,U00671,2898.69
A00944,U00930,91097.64
A00945,U00907,63809.02
A00946,U00482,74936.29
A00947,U00543,9832.74
A00948,U00676,56256.29
A00949,U00100,25080.61
A00950,U00297,62816.13
A00951,U00130,24420.77
A00952,U00148,17791.65
A00953,U00943,63045.18
A00954,U00076,34775.97
A00955,U00070,20407.07
A00956,U00458,25162.04
A00957,U00427,58288.53
A00958,U00324,67320.37
A00959,U00417,6842.86
A00960,U00428,80366.49
A00961,U00842,17199.4
A00962,U00936,74491.77
A00963,U00696,47991.26
A00964,U00990,14421.54
A00965,U00365,40734.58
A00966,U00681,35384.67
A00967,U00766,37322.9
A00968,U00983,87188.57
A00969,U00993,48405.23
A00970,U00125,99515.94
A00971,U00447,76715.37
A00972,U00772,33458.34
A00973,U00018,74874.88
A00974,U00752,16571.33
A00975,U00003,2450.15
A00976,U00525,38120.94
A00977,U00826,54681.48
A00978,U00074,75471.12
A00979,U00655,15605.54
A00980,U00233,77302.5
A00981,U00229,88197.81
A00982,U00230,45369.63
A00983,U00418,25221.75
A00984,U00239,59933.23
A00985,U00310,17611.37
A00986,U00353,80061.83
A00987,U00429,16701.77
A00988,U00880,95568.72
A00989,U00939,62208.39
A00990,U00523,43331.62
A00991,U00122,74232.35
A00992,U00106,20762.31
A00993,U00321,46490.9
A00994,U00937,90330.32
A00995,U00195,98696.7
A00996,U00719,14332.71
A00997,U00022,2524.23
A00998,U00469,93064.17
A00999,U00951,11460.24
A01000,U00263,3331.17
A01001,U00588,63567.6
A01002,U00781,93127.57
A01003,U00706,75511.98
A01004,U00582,44723.83
A01005,U00013,11135.8
A01006,U00434,28581.73
A01007,U00138,10919.82
A01008,U00951,17290.67
A01009,U00465,44833.31
A01010,U00158,27626.4
A01011,U00529,95314.32
A01012,U00482,50952.07
A01013,U00563,10606.89
A01014,U00321,92980.8
A01015,U00431,95487.83
A01016,U00417,45701.5
A01017,U00750,68679.56
A01018,U00192,16582.46
A01019,U00855,18934.02
A01020,U00116,29431.99
A01021,U00708,82708.34
A01022,U00943,20690.07
A01023,U00099,99954.66
A01024,U00466,9460.58
A01025,U00215,81940.3
A01026,U00908,73926.8
A01027,U00490,57709.29
A01028,U00798,21693.92
A01029,U00914,30991.66
A01030,U00173,23212.81
A01031,U00385,68343.89
A01032,U00513,70235.45
A01033,U00651,41169.08
A01034,U00154,716.29
A01035,U00322,93025.69
A01036,U00214,70785.76
A01037,U00536,15472.48
A01038,U00175,37036.96
A01039,U00631,14499.55
A01040,U00018,11790.23
A01041,U00340,23181.44
A01042,U00445,28798.75
A01043,U00926,52026.66
A01044,U00686,17598.32
A01045,U00296,96328.65
A01046,U00886,11203.37
A01047,U00793,73286.03
A01048,U00464,34543.27
A01049,U00223,83229.48
A01050,U00332,90918.95
A01051,U00039,50699.52
A01052,U00693,85009.68
A01053,U00321,97232.35
A01054,U00543,80981.38
A01055,U00363,5016.54
A01056,U00163,17744.97
A01057,U00807,90095.41
A01058,U00484,83176.43
A01059,U00375,10588.75
A01060,U00794,79902.7
A01061,U00511,1748.09
A01062,U00028,82323.74
A01063,U00566,48750.82
A01064,U00071,89445.29
A01065,U00403,85951.04
A01066,U00586,70803.87
A01067,U00953,24447.89
A01068,U00921,49910.19
A01069,U00677,10812.4
A01070,U00670,16670.09
A01071,U00231,95772.39
A01072,U00900,85927.82
A01073,U00620,30412.59
A01074,U00740,74225.82
A01075,U00445,15744.36
